found_idiom,translated_segment,src,dst,idiom_avg,idiom_log_avg,idiom_tot,idiom_min,idiom_max,idiom_log_tot,literal_avg,literal_log_avg,literal_tot,literal_min,literal_max,literal_log_tot
半信半疑,怀疑,他口头说接受，心里像是半信半疑，想是发言时半吞半吐吧，时间略后，还是加了右派之冠，未发往冰天雪地的北大荒，而是携眷移住可以吃到大枣的山西稷山。,他口头说接受，心里像是怀疑，想是发言时结巴吧，时间略后，还是加了右派之冠，未发往寒冷的北大荒，而是携眷移住可以吃到大枣的山西稷山。,111149.0,11.618635919392343,444596,53982,230248,13.00492353285114,50771.5,10.835110148407265,101543,47561,53982,11.528247481068012
绵延不断,有一段路颇有些中国意境，连续不断,在欧亚两洲交界处，有一段路颇有些中国意境，绵延不断的青山与悠然流着的河水，在几里路中只随意曲了几曲。,在欧亚两洲交界处，有一段路颇有些中国意境，连续不断的青山与悠然流着的河水，在几里路中只随意曲了几曲。,591635.0,13.290646859894355,2366540,5622,2237915,14.676939953342105,818414.7333333333,13.615125717937861,12276221,12605,3050722,16.323174778624722
晓风残月,冷落凄凉,为领略这美景，到店里住一宿，本来也值得，不过我对于晓风残月一类的景物素来不大喜爱。,为领略这美景，到店里住一宿，本来也值得，不过我对于冷落凄凉一类的景物素来不大喜爱。,100928.75,11.522180009265606,403715,17316,240566,12.908466939446782,38202.25,10.550675869509725,152809,4552,82641,11.936950598599303
尽如人意,符合心意,每当秋天来临时，大家开始谈论说，大自然中许多事物安排得不尽如人意，我们的严冬太长，太久，夏天比冬天短得太多，而春天又一闪而过。,每当秋天来临时，大家开始谈论说，大自然中许多事物安排得不符合心意，我们的严冬太长，太久，夏天比冬天短得太多，而春天又一闪而过。,690384.25,13.445005054096713,2761537,84270,1867999,14.831298328866037,253399.75,12.442727506612231,1013599,21862,392228,13.829018907989067
有所作为,取得成绩,得知识分子愿意有所作为，有抱负，有理想，懂得他们的思想感情变化；,得知识分子愿意取得成绩，有抱负，有理想，懂得他们的思想感情变化；,971714.75,13.786818602402562,3886859,523028,1782004,15.173112191691503,319146.5,12.6734086573463,1276586,12789,630688,14.059700668452855
结党营私,人类真正,它们是人类真正的朋友，不是结党营私的那种，而是了解的，同情的，体恤和爱的。,它们是人类真正的朋友，不是谋取私利的小团体的那种，而是了解的，同情的，体恤和爱的。,97727.75,11.48995106291035,390911,29700,181674,12.876237749698195,625376.25,13.346110346625329,2501505,138280,1867999,14.732403508468384
如意算盘,想法行得通么？,可是，绮姊，你看来我这如意算盘打得通么？,可是，绮姊，你看来我这想法行得通么？,235785.75,12.370683073818725,943143,28582,449036,13.756974254093242,447531.0,13.011503322520333,2685186,209046,630688,14.803260929682414
不求甚解,不求什么都懂,像她这样头脑简单且不求甚解的女人，总是靠眼泪来缓解困境，安抚心灵，并且总能收到好效果。,像她这样头脑简单且不求什么都懂的女人，总是靠眼泪来缓解困境，安抚心灵，并且总能收到好效果。,660164.75,13.400246218836786,2640659,64438,2237915,14.786539443877706,597109.0,13.299856630008309,3582654,21117,2237915,15.091614703624309
徒劳无功,白费力气,他的本能是徒劳无功时，他一定更会赏识这种简单的智慧。,他的本能是白费力气时，他一定更会赏识这种简单的智慧。,133812.0,11.804198581896753,535248,27812,359265,13.190487338164337,195727.5,12.184483773848955,782910,84359,359136,13.570774303123013
干脆利落,百事不顺，倒干脆,但杨百顺没觉得“杨摩西”这个名字好听，但改了名字，或许就有了事由；找着事由就叫杨摩西，找不着事由，自己再把名字改回来；改不改的，不过一个名字，自己从来不叫，都是别人在叫；过去叫杨百顺，倒百事不顺，倒干脆利落地说：,但杨百顺没觉得“杨摩西”这个名字好听，但改了名字，或许就有了事由；找着事由就叫杨摩西，找不着事由，自己再把名字改回来；改不改的，不过一个名字，自己从来不叫，都是别人在叫；过去叫杨百顺，倒百事不顺，倒干脆地说：,119838.5,11.693908626512703,479354,7336,268813,13.08019672924244,438609.5714285714,12.991367217339782,3070267,7336,2237915,14.937275412170207
雪上加霜,如何更加辛苦地去无锡,丫姑老爷还向茅盾讲述了养蚕丰收后，如何更加辛苦地去无锡等地卖茧，最后有的人得了病，雪上加霜等。,丫姑老爷还向茅盾讲述了养蚕丰收后，如何更加辛苦地去无锡等地卖茧，最后有的人得了病，境遇更糟等。,336834.75,12.727350701797972,1347339,3119,1069575,14.113642836310873,295377.4,12.596012525214327,2953774,6586,969349,14.898594571264619
坐享其成,自己不出力,她没有立足于新时代的条件，而坐享其成的要吃新时代的果实。,她没有立足于新时代的条件，而自己不出力的要吃新时代的果实。,247289.5,12.418319037890926,989158,20830,499007,13.80461036613597,842977.6,13.644696851133897,4214888,250894,2237915,15.25413381455176
生死与共,生死都在一起,六十年代末到七十年代初，他离开老君堂的被抄的家，也到干校；大概是为了生死与共，许夫人从行。,六十年代末到七十年代初，他离开老君堂的被抄的家，也到干校；大概是为了生死都在一起，许夫人从行。,323145.25,12.685860286105683,1292581,128824,682031,14.072152326292342,1123771.5,13.932201886814466,6742629,136194,3050722,15.723960614492391
不祥之兆,不祥的预兆,凌晨跌跤，官帽落地，这是很大的不祥之兆。,凌晨跌跤，官帽落地，这是很大的不祥的预兆。,715711.5,13.481033828992642,2862846,5204,2237915,14.867327142205177,2047612.2,14.532185380116383,10238061,5204,7922684,16.141622901851616
水来土掩,俗话说‘兵来将挡，洪水来了就用土挡住,“老爷，俗话说‘兵来将挡，水来土掩’，总之是天无绝人之路，您千万往宽阔里想。”,“老爷，俗话说‘兵来将挡，洪水来了就用土挡住’，总之是有出路，您千万往宽阔里想。”,342972.75,12.745409192607216,1371891,13680,1079469,14.13170136696844,473725.125,13.0683846383305,7579602,7851,2128528,15.840971381576768
斩草除根,并斗胆说代表数不尽的小民，当然愿意立刻见效，拔除根基,我，并斗胆说代表数不尽的小民，当然愿意立竿见影，斩草除根。,我，并斗胆说代表数不尽的小民，当然愿意立刻见效，拔除根基。,64626.5,11.076395295782032,258506,3844,120778,12.462678051867659,634829.75,13.361113706914876,15235914,13865,7922684,16.539166027672973
现身说法,巡回演出时，就在各地办展览，把四叔也请上，把自己作为例子说明,你这点子绝，巡回演出时，就在各地办展览，把四叔也请上，现身说法！”,你这点子绝，巡回演出时，就在各地办展览，把四叔也请上，把自己作为例子说明！”,506369.5,13.135023893770862,2025478,249725,874977,14.521316773760718,489794.55555555556,13.101743349460579,13224453,8259,2009181,16.397578249412135
打得火热,关系亲密,文博士已和丽琳打得火热，几乎没心再管别的事了。,文博士已和丽琳关系亲密，几乎没心再管别的事了。,245411.25,12.41069472851347,981645,67051,630688,13.796986033546526,170042.0,12.043806625224644,680168,68475,302473,13.430096575685736
高瞻远瞩,文艺路线,这些成就是和党的文艺路线，和党的高瞻远瞩，具体领导，一抓到底的,这些成就是和党的文艺路线，和党的眼光远大，具体领导，一抓到底的,101821.5,11.530986380287883,407286,1284,293542,12.917273375621605,139878.25,11.848534829424304,559513,45218,274222,13.23482382876244
血盆大口,凶残吞噬的大嘴,“他有一张血盆大口，牙齿崎岖不平。”,“他有一张凶残吞噬的大嘴，牙齿崎岖不平。”,328181.0,12.70132361152716,1312724,6780,1054064,14.087615687327146,1294115.857142857,14.073339056876577,9058811,1419,7922684,16.019248543593605
国破家亡,国家破灭失去家园,“谁教三爷你……”瑞宣停顿住，觉得在国破家亡的时候，普通的彼此敷衍的话是不应当多说的。,“谁教三爷你……”瑞宣停顿住，觉得在国家破灭失去家园的时候，普通的彼此敷衍的话是不应当多说的。,399081.25,12.896922814978875,1596325,33917,985350,14.283215296785153,341234.25,12.740327401103924,2729874,31925,985350,14.819766378567074
丧家之犬,没了家的人,被黑云遮掩的太阳一定是极端痛苦的，那些穿破重云射出来的阳光使我战栗不安；父亲在与吃尸疯狗的坚韧斗争过程中间歇发作的对奶奶的深切思念，更使我惶惶如丧家之犬。,被黑云遮掩的太阳一定是极端痛苦的，那些穿破重云射出来的阳光使我战栗不安；父亲在与吃尸疯狗的坚韧斗争过程中间歇发作的对奶奶的深切思念，更使我惶惶如没了家的人。,284391.5,12.558110605255477,1137566,3042,609003,13.944402329171542,2571429.4,14.759972877915983,12857147,428146,7922684,16.369410479239146
故弄玄虚,故意虚假,文章还故弄玄虚地说，有关证据刊登在香港的《明报月刊》。,文章还故意虚假地说，有关证据刊登在香港的《明报月刊》。,33874.75,10.430454698158313,135499,10151,70067,11.816726919301892,130016.5,11.775424335762496,520066,27076,360232,13.161712928411504
好好先生,和气,我对他说破了，他满脸泛着好好先生的微笑说：,我对他说破了，他满脸泛着和气的微笑说：,429097.75,12.969442357901498,1716391,210628,682031,14.355734971170444,600576.0,13.305646138759798,1201152,190687,1010465,13.998792486786682
舞文弄墨,写文章,你无非比那些亲手杀人的人多一点雅兴，吟诗作画舞文弄墨，写一幅‘天下为公’挂起来这能骗得了谁？”,你无非比那些亲手杀人的人多一点雅兴，吟诗作画写文章，写一幅‘公正无私’挂起来这能骗得了谁？”,85186.5,11.35260998843889,340746,13959,274222,12.738895545411438,148010.0,11.90504187430866,444030,76098,274222,13.003649658796892
文不对题,不对应,这句话问得空洞了，也是文不对题的。,这句话问得空洞了，也是不对应的。,851422.5,13.654664933592642,3405690,189921,2237915,15.040958413834414,1073977.0,13.886880069669822,3221931,280384,2237915,14.98549173759256
依然故我,依然像原来那样,吴天长（依然故我）那我还是不知道。,吴天长（依然像原来那样）那我还是不知道。,585443.25,13.280126239723813,2341773,70067,1690048,14.666419319764454,435812.0,12.984968531245084,3050684,70632,1079469,14.930876713530933
鸣锣开道,呐喊和追撵是别一种的敲锣来开路,狗的呐喊和追撵是别一种的鸣锣开道，带灯和竹子觉得很得意。,狗的呐喊和追撵是别一种的敲锣来开路，带灯和竹子觉得很得意。,230973.75,12.350063676170139,923895,1552,534695,13.736354790176577,1131459.9333333333,13.939020217019849,16971899,716,7922684,16.64706959322949
千差万别,很大差别,这所得，总的说是知识，分说或具体说，又会千差万别，因为所读不同，吸收到头脑里，整理，评骘，取舍，还必致受“天命之谓性”的影响。,这所得，总的说是知识，分说或具体说，又会很大差别，因为所读不同，吸收到头脑里，整理，评骘，取舍，还必致受“天命之谓性”的影响。,109761.5,11.606074219668251,439046,50349,186634,12.992361747830051,393824.75,12.883663831571518,1575299,50349,1054064,14.269956288294061
一箭双雕,同时,假若东阳真有意呢，他就不妨真的作一次媒，而一箭双雕的把蓝与冠都捉到手里。,假若东阳真有意呢，他就不妨真的作一次媒，而同时的把蓝与冠都捉到手里。,785699.25,13.574330637351466,3142797,8713,3050722,14.960624043908394,635571.5,13.362281446503529,1271143,437611,833532,14.055427840370852
膀大腰圆,膀大腰圆,他自言自语地叨叨起来：“嘻，真是天转地转，时来运转咧，土地包到户，就凭着这个膀大腰圆的儿子，再加上老头子拉拉帮套，不在村里冒个尖才是怪事……,他自己对自己地叨叨起来：“嘻，真是天转地转，到了运气变好的时候咧，土地包到户，就凭着这个膀大腰圆的儿子，再加上老头子拉拉帮套，不在村里冒个尖才是怪事……,275225.75,12.525350582352397,1100903,7731,1054064,13.911642218442756,275225.75,12.525350582352397,1100903,7731,1054064,13.911642218442756
疏而不漏,没有遗漏,结果，我们极其严密的社会观念监察网络疏而不漏地垂顾着各色人等，却独独把小人给放过了。,结果，我们极其严密的社会观念监察网络没有遗漏地垂顾着各个阶层的人，却独独把小人给放过了。,725470.5,13.494577067281844,2901882,6627,2237915,14.880870394590774,563599.0,13.242100059006662,2254396,6627,1782004,14.628393089394653
自怨自艾,自己哀怨,她自怨自艾地说下去：“我只怪我自己不好，什么事都是我自己招惹来的。,她自己哀怨地说下去：“我只怪我自己不好，什么事都是我自己招惹来的。,313376.0,12.655162217570265,1253504,11305,611687,14.041454185403802,220894.75,12.305446149748253,883579,9693,611687,13.691737115595608
饥不择食,如此不挑食,至少旁观者会想，丁建华，一个不露面的演员，远在上海，只在北京有两面之识，俗话所谓八竿子打不着的关系，也写，莫非实在抓不着题目，才饥不择食吗？,至少旁观者会想，丁建华，一个不露面的演员，远在上海，只在北京有两面之识，俗话所谓八竿子打不着的关系，也写，莫非实在抓不着题目，才如此不挑食吗？,583832.25,13.27737069021676,2335329,5689,2237915,14.663663766722454,616402.4,13.331656898311651,3082012,18417,2237915,14.941093512893536
铁面无私,公正严明,舍不得，但时间铁面无私，终于都过去了。,舍不得，但时间公正严明，终于都过去了。,214985.75,12.278331677303745,859943,29700,425180,13.664622549830463,250146.75,12.429807022272662,1000587,75278,318626,13.81609838516001
四书五经,儒家经典,光是在家里读熟了四书五经，又有什么用？”,光是在家里读熟了儒家经典，又有什么用？”,242971.25,12.400702518270787,971885,151357,481338,13.786993792613659,256748.0,12.455854232943881,1026992,7004,509790,13.842145672918624
留有余地,留有回转的余地,但在享受这种超常健康的时候应该留有余地，因为进入老年也是一种美好的况味。,但在享受这种超常健康的时候应该留有回转的余地，因为进入老年也是一种美好的况味。,718810.25,13.485354084854206,2875241,50601,1782004,14.871647402584207,1593179.2857142857,14.281242756194919,11152255,50601,7922684,16.227152367242642
苦尽甘来,受尽磨难后的反转,方鸿渐自觉本日运气转好，苦尽甘来，低低问唐小姐道：“你方才什么都不吃，好像身子不舒服，现在好了没有？”,方鸿渐自觉本日运气转好，受尽磨难后的反转，低低问唐小姐道：“你方才什么都不吃，好像身子不舒服，现在好了没有？”,310646.75,12.646414912587773,1242587,15654,1079469,14.03270685939465,1151599.625,13.956663380443178,9212797,13082,7922684,16.036104162310703
马不停蹄,不停,顾客们对花茉莉的烧鸡、油氽花生米也是大加赞赏，花茉莉白日里马不停蹄地忙碌一天，到晚上还是供不应求。,顾客们对花茉莉的烧鸡、油氽花生米也是大加赞赏，花茉莉白日里不停地忙碌一天，到晚上还是供小于求。,612796.25,13.325789409800539,2451185,3045,2237915,14.712082547023847,1146184.0,13.951949594292802,2292368,54453,2237915,14.6450963386229
独断独行,地方：他的从容,但这孩子却也有可敬的地方：他的从容，他的沉默，他的独断独行，他的一去不回头，都是力的表现，都是强者适者的表现。,但这孩子却也有可敬的地方：他的从容，他的沉默，他的独行，他的一去不回头，都是力的表现，都是强者适者的表现。,189371.25,12.151469933688189,757485,64201,531848,13.537760334346684,1907653.6666666667,14.461385122296216,11445922,95407,7922684,16.2531441546876
称心满意,满意,可是我要问你一句话：怎样的一个女人你这才称心满意了？,可是我要问你一句话：怎样的一个女人你这才满意了？,235763.0,12.370586583674164,943052,93638,392228,13.756877763641745,228593.0,12.339702783279236,457186,96954,360232,13.032847776552783
因地制宜,根据情况做权衡,于是他们明智地请出一尊“因地制宜”的大伯公，头戴马来名号，背靠扎根巨树，完全转换成一副土著模样，从树洞里张望着赤道海面上的华人樯帆。,于是他们明智地请出一尊“根据情况做权衡”的大伯公，头戴马来名号，背靠扎根巨树，完全转换成一副土著模样，从树洞里张望着赤道海面上的华人樯帆。,402637.0,12.905793174221532,1610548,18833,969349,14.292085672624296,144307.57142857142,11.879709143057248,1010153,17719,312900,13.825613352441797
为富不仁,富有却不仁慈,闹来闹去这逻辑其实又熟悉：为富不仁者对穷人不是也这么说吗——你自己无能，又怨得谁个？,闹来闹去这逻辑其实又熟悉：富有却不仁慈者对穷人不是也这么说吗——你自己无能，又怨得谁个？,836121.75,13.636530711431888,3344487,17263,2237915,15.022824175553897,708379.1666666666,13.470736187133928,4250275,14141,2237915,15.262494479968483
欲擒故纵,故意先放松,探试着，欲擒故纵着，却不料世事大变，生存之计为上，忽才珍惜起眼面前的一点,探试着，故意先放松着，却不料世事大变，生存之计为上，忽才珍惜起眼面前的一点,30462.5,10.324284524641275,121850,2328,70067,11.71055426583133,165218.0,12.015027145562167,826090,37563,360232,13.624460215926428
回光返照,些旧长衫，只算是临死前的精神,桂林长衫增多，增多的大概是些旧长衫，只算是回光返照。,桂林长衫增多，增多的大概是些旧长衫，只算是临死前的精神。,124270.25,11.73022195549251,497081,15179,239243,13.116510281409061,972205.9230769231,13.787323944610025,12638677,5802,7922684,16.35227235260562
反复无常,变动不定,我真后悔当初瞎了眼，没看清你是个反复无常的小人！,我真后悔当初瞎了眼，没看清你是个变动不定的小人！,212945.25,12.268795065428755,851781,98822,359265,13.655085904526912,818103.25,13.614745052452237,3272413,185121,2237915,15.001038496818127
山清水秀,山水风景优美,山清水秀的地方一定地贵人贤，为什么不……”,山水风景优美的地方一定地贵人贤，为什么不……”,129852.75,11.774164096150209,519411,24620,198933,13.160452681524957,141280.16666666666,11.858507273636835,847681,42738,269452,13.650260844443958
蓬头垢面,脏乱,灾难使他十分狼狈，一度蓬头垢面，丧魂落魄。,灾难使他十分狼狈，一度脏乱，极度惊慌不安宁。,176414.25,12.0805958700653,705657,1341,425180,13.466885979843006,29412.0,10.289192032466138,58824,11350,47474,10.982322213595562
南辕北辙,行动和目的相反,只觉得它们南辕北辙而平安共居，三教九流而和睦相邻。,只觉得它们行动和目的相反而平安共居，各种流派而和睦相邻。,69539.5,11.149664595642417,278158,675,139078,12.535948171622074,1503310.4285714286,14.223180851909538,10523173,180827,7922684,16.169090430794835
鳞次栉比,楼房街舍,那商店铺面，楼房街舍，就沿着这条蜿蜓曲折的街道，沿着铁路两侧，沿着那条平时流量不大的七水河，鳞次栉比，层层叠叠，密集如蜂房蚁巢，由南到北铺排了足有十华里长。,那商店铺面，楼房街舍，就沿着这条蜿蜓曲折的街道，沿着铁路两侧，沿着那条平时流量不大的七水河，房屋密集，层层叠叠，密集如蜂房蚁巢，由南到北铺排了足有十华里长。,104601.75,11.557925120898343,418407,270,214857,12.944212312008947,40574.0,10.610907392382792,162296,17647,80320,11.997183269043491
不一而足,鹿前村、鹿後村、鹿回头村、鹿呜村、鹿卦村、鹿噙草村、鹿角村、鹿蹄村，很多都是这样,据说白鹿原当时掀起了一个改换村庄名称的风潮，鹿前村、鹿後村、鹿回头村、鹿呜村、鹿卦村、鹿噙草村、鹿角村、鹿蹄村，不一而足。,据说白鹿原当时掀起了一个改换村庄名称的风潮，鹿前村、鹿後村、鹿回头村、鹿呜村、鹿卦村、鹿噙草村、鹿角村、鹿蹄村，很多都是这样。,1503815.25,14.223516601825919,6015261,77385,3050722,15.60981046421454,226541.375,12.33068729249952,7249324,288,2615490,15.796418919048186
慷慨解囊,茅盾的《清明前后》于9月26日正式公演,这时，茅盾的《清明前后》于9月26日正式公演，立刻引起广泛注意，越演越火爆，星期天还加演场次，许多在重庆的工厂老板认为茅盾写出了这些老板的苦衷，大受感动，慷慨解囊，包场子招待本厂职工和工人。,这时，茅盾的《清明前后》于9月26日正式公演，立刻引起广泛注意，越演越火爆，星期天还加演场次，许多在重庆的工厂老板认为茅盾写出了这些老板的苦衷，大受感动，大方的拿出钱包，包场子招待本厂职工和工人。,53589.0,10.889117762488896,214356,2078,200090,12.275398128362506,812725.7142857143,13.608150187230605,11378160,4637,7922684,16.247206374306874
标新立异,偏要跟别人不同,人家都这样讲，这样做，要是你一个人偏偏标新立异，人家就要派你不是了。,人家都这样讲，这样做，要是你一个人偏偏要跟别人不同，人家就要派你不是了。,149491.25,11.914999831004284,597965,52735,253921,13.301289175129103,805572.1428571428,13.599309281768628,5639005,21877,2237915,15.545218366807196
唇枪舌剑,争论,他们顽强地唇枪舌剑，把对方的年龄贬得一塌糊涂又把对方的家乡吹捧得无比美妙，好像完成了这个程序，才能心安理得地欢乐大笑，才能心安理得地举起筷子指向最先端上桌的冷菜大拼盘。,他们顽强地争论，把对方的年龄贬得很糟又把对方的家乡吹捧得无比美妙，好像完成了这个程序，才能安然地欢乐大笑，才能安然地举起筷子指向最先端上桌的冷菜大拼盘。,23344.75,10.058170233682729,93379,7511,39020,11.444432468524928,160792.5,11.987876212024403,321585,124420,197165,12.68102028300108
年事已高,年龄大了,掌勺的马师傅年事已高，见范先生来便亲自料理一切，不容有半点差池。,掌勺的马师傅年龄大了，见范先生来便亲自料理一切，不容有半点差池。,428186.0,12.967315295031831,1712744,293542,601887,14.353607904579027,949553.0,13.76374767965524,3798212,13733,2128528,15.150041250930322
步履维艰,走一步都很艰难,他们都已经老了，女人的乳房塌瘪了，男人的脊背弯驼了，皮肤皲裂了松弛了，骨节粗大了僵涩了，风雨吹打得他们甚至喘息不止步履维艰，但他们相互牵一牵手，依然走得痴迷，相互望一望，目光仍旧灼烫……,他们都已经老了，女人的乳房塌瘪了，男人的脊背弯驼了，皮肤皲裂了松弛了，骨节粗大了僵涩了，风雨吹打得他们甚至喘息不止走一步都很艰难，但他们相互牵一牵手，依然走得痴迷，相互望一望，目光仍旧灼烫……,55099.75,10.916918606663614,220399,9091,121267,12.303199356260896,606455.5714285715,13.315388399573399,4245189,11164,3050722,15.261297135265409
维妙维肖,非常逼真,我相信，后代习摹二王而维妙维肖的人不少，但谁也不能把写这些便条的随意性学到家。,我相信，后代习摹二王而非常逼真的人不少，但谁也不能把写这些便条的随意性学到家。,46204.5,10.740854117603272,184818,6899,78877,12.127132246757553,143315.75,11.872812494633724,573263,12623,212309,13.259101622576317
入乡随俗,到一个地方就按照当地的风俗习惯生活,老人很哲理地朝我笑笑，说：“入乡随俗，总得跟着变。”,老人很哲理地朝我笑笑，说：“到一个地方就按照当地的风俗习惯生活，总得跟着变。,82130.0,11.316070812478937,328520,17463,192433,12.702356041804201,1060250.0,13.874016230510172,18024250,17463,7922684,16.70722868687386
官样文章,例行的公文,这些都是官样文章，不用说它，他还有得意之笔。,这些都是例行的公文，不用说它，他还有得意之笔。,211591.5,12.262417534103715,846366,76098,398149,13.64870835066825,1824391.8,14.416757777308936,9121959,74579,7922684,16.02619525124088
含糊其词,非常含糊,除了“纳骨一万余体”外，还有一个含糊其词的所谓“作业队殉难者之碑”，也是一个万人碑，为太平洋战争时战死的士兵而立。,除了“纳骨一万余体”外，还有一个非常含糊的所谓“作业队殉难者之碑”，也是一个万人碑，为太平洋战争时战死的士兵而立。,121888.5,11.710870175582235,487554,16098,403028,13.097158383569104,103270.25,11.545114300785087,413081,16098,212309,12.931401399450776
藏龙卧虎,隐藏着人才,北平才是藏龙卧虎的地方，尽管枪多，好汉总还是好汉。,北平才是隐藏着人才的地方，尽管枪多，好汉总还是好汉。,31270.75,10.350470413068873,125083,7696,54169,11.736740790593542,548409.6,13.21477955544046,2742048,29294,1867999,14.824216009112488
欢欣鼓舞,常高兴振奋,年轻的心常常欢欣鼓舞，这种热便是它们的鼓舞的泉源，使他们能够在无报酬的工作中得到快乐，在慷慨的（或者可以说是渺小的）牺牲中感到满足。,年轻的心常常高兴振奋，这种热便是它们的鼓舞的泉源，使他们能够在无报酬的工作中得到快乐，在慷慨的（或者可以说是渺小的）牺牲中感到满足。,29542.5,10.293619032479087,118170,13500,55294,11.679888006981955,125315.8,11.73860021010877,626579,19499,293542,13.34803173870165
自我表现,表现自己,当时他也激动得很，平时不大善于自我表现的他，这时也兴奋地说：“要是发生战斗，我就不回去也没关系，我和大家再共一次生死！”,当时他也激动得很，平时不大善于表现自己的他，这时也兴奋地说：“要是发生战斗，我就不回去也没关系，我和大家再共一次生死！”,740615.75,13.515238564003084,2962463,226768,1690048,14.901531912452954,380827.25,12.850103765072078,1523309,226768,611687,14.236396156798316
永垂不朽,恍惚的想到他的英姿是值得刻个全身铜像，立在山上，永远流传,他这样立在抱冰堂前或蛇山的背上，恍惚的想到他的英姿是值得刻个全身铜像，立在山上，永垂不朽——革命的烈士。,他这样立在抱冰堂前或蛇山的背上，恍惚的想到他的英姿是值得刻个全身铜像，立在山上，永远流传——革命的烈士。,573581.5,13.259657058736586,2294326,3526,2237915,14.645950112284348,1078123.8846153845,13.890733872178444,28031221,1327,7922684,17.14882951833767
淡而无味,平淡,于是握手，互问哪儿来，到哪儿去，互问老人康健孩子可乖，互说又胖了，又瘦了，半天的淡而无味的话。,于是握手，互问哪儿来，到哪儿去，互问老人康健孩子可乖，互说又胖了，又瘦了，半天的平淡的话。,266996.75,12.494995510380587,1067987,18779,649239,13.881287062484096,105023.0,11.561944174449764,210046,18779,191267,12.2550865941818
捷足先登,学生早已一拥而前,说罢，刚刚站起身来，另有几个学生早已一拥而前，其中有一个捷足先登，占了那座位。,说罢，刚刚站起身来，另有几个学生早已一拥而前，其中有一个先去了，占了那座位。,84981.25,11.350197690136373,339925,9225,210628,12.736483225844962,707910.375,13.470074188286945,5663283,27833,3050722,15.54951449393559
三脚两步,三步,丹朱吃了一惊，下意识地就三脚两步离开了下临深谷的栏杆边，换了一个较安全的地位。,丹朱吃了一惊，下意识地就三步离开了下临深谷的栏杆边，换了一个较安全的地位。,191167.0,12.160907901575781,764668,44529,304272,13.547198339437223,212769.5,12.267969399020354,425539,121267,304272,12.961114229627709
皇亲国戚,鼓舞，成了中国封建社会中最有资格自称“朝中有人”的皇家的亲戚,而恶奴、乞丐、流氓、文痞一旦窥知堂堂朝廷要员也与自己一般行事处世，也便获得了巨大的鼓舞，成了中国封建社会中最有资格自称“朝中有人”的皇亲国戚。,而恶奴、乞丐、流氓、文痞一旦窥知堂堂朝廷要员也与自己一般行事处世，也便获得了巨大的鼓舞，成了中国封建社会中最有资格自称“朝中有人”的皇家的亲戚。,289076.75,12.57445096205405,1156307,4756,985350,13.960742728712855,1163182.7407407407,13.966671407621007,31405934,4756,7922684,17.26250744575668
百依百顺,百般依顺,像小顾那种性格的男人，对朱小姐真是百依百顺，到哪儿去找？,像小顾那种性格的男人，对朱小姐真是百般依顺，到哪儿去找？,78304.0,11.268366736900534,313216,34708,103938,12.654651520042112,68254.25,11.131009633165702,273017,34708,103938,12.517293006059475
不修边幅,不在意形象,虽然不是故意的不修边幅，可是有时候两三天不刮脸而心中可以很平静；不但平静，而且似乎更感到自己的坚实朴简。,虽然不是故意的不在意形象，可是有时候两三天不刮脸而心中可以很平静；不但平静，而且似乎更感到自己的坚实朴简。,609760.5,13.320823176088917,2439042,15021,2237915,14.70711630721895,982566.0,13.797923813784713,4912830,143453,2237915,15.407360912024641
至亲好友,亲戚朋友,接着是家家都“浪山头”了，各家的至亲好友都来“望山头”①。,接着是家家都“浪山头”了，各家的亲戚朋友都来“望山头”①。,190523.75,12.157537386369698,762095,68196,411866,13.543827810985402,57418.5,10.958139245869814,229674,4756,118451,12.344420545139668
不以为奇,不奇怪,现在若说她又找到那个人而且和他见面儿了，我也不以为奇。”,现在若说她又找到那个人而且和他见面儿了，我也不奇怪。”,1064874.25,13.878368214114452,4259497,71919,2237915,15.264661870926243,785478.0,13.574049001756466,2356434,46600,2237915,14.672660441685208
替天行道,代上天主持公道,俺本是英灵转世，举义旗替天行道……,俺本是英灵转世，举义旗代上天主持公道……,378278.5,12.843388619356343,1513114,26687,534695,14.229680997813299,442028.14285714284,12.999131092952215,3094197,119990,1069575,14.945039302896268
不知轻重,活见鬼；可是，婉姊，我这话不好说呀，我哪能这样冒失，不知事情要不要紧,我不是瞎疑心，活见鬼；可是，婉姊，我这话不好说呀，我哪能这样冒失，不知轻重？”,我不是瞎疑心，活见鬼；可是，婉姊，我这话不好说呀，我哪能这样冒失，不知事情要不要紧？”,729248.5,13.499771202093806,2916994,89852,2237915,14.886064534758571,781644.1034482758,13.569156084607004,22667679,2503,2615490,16.936450679355346
决一死战,做一次生死之争,金俊武、金俊文和金富弟兄分别拿着切菜刀和杀猪刀子把在自家的门口，准备决一死战。,金俊武、金俊文和金富弟兄分别拿着切菜刀和杀猪刀子把在自家的门口，准备做一次生死之争。,905912.75,13.716699381817937,3623651,136194,3050722,15.102992915044101,713258.1428571428,13.47760008758054,4992807,124420,3050722,15.42350903490801
善罢甘休,轻易罢休,我看出来了：“柳屯的”是决不能善罢甘休，他管不了；所以来劝告我。,我看出来了：“柳屯的”是决不能轻易罢休，他管不了；所以来劝告我。,27356.0,10.216727716601776,109424,15654,48739,11.602994662059096,56153.25,10.935857647417999,224613,18492,89852,12.322138652380366
