idiom,explanation,original_sentence,original_paraphrase
牵丝,到处,这苦衷不是唐明皇对杨贵妃的那种，也不是楚霸王对虞姬的那种，它不是那种大起大落，可歌可泣，悲天恸地的苦衷，而是狗皮倒灶，牵丝攀藤，粒粒屑屑的。,这苦衷不是唐明皇对杨贵妃的那种，也不是楚霸王对虞姬的那种，它不是那种起伏变化极快极大，英勇悲壮，悲天恸地的苦衷，而是狗皮倒灶，到处攀扯，粒粒屑屑的。
藤,扯,这苦衷不是唐明皇对杨贵妃的那种，也不是楚霸王对虞姬的那种，它不是那种大起大落，可歌可泣，悲天恸地的苦衷，而是狗皮倒灶，牵丝攀藤，粒粒屑屑的。,这苦衷不是唐明皇对杨贵妃的那种，也不是楚霸王对虞姬的那种，它不是那种起伏变化极快极大，英勇悲壮，悲天恸地的苦衷，而是狗皮倒灶，到处攀扯，粒粒屑屑的。
鹅毛,很,天上下着鹅毛大雪，刮着刀子一样的小东北风，我一手领着一个孩子，怀里抱着一个孩子，一步步往家里走。,天上下着很大的雪，刮着刀子一样的小东北风，我一手领着一个孩子，怀里抱着一个孩子，一步步往家里走。
辉,互,沿岸的垂柳、国槐、银杏，一片金黄，湖心岛上的那一丛枫林，红得艳紫，与黛青色的松柏交相辉映，在静静的湖水中垂下色彩斑斓的倒影。,沿岸的垂柳、国槐、银杏，一片金黄，湖心岛上的那一丛枫林，红得艳紫，与黛青色的松柏相互映照，在静静的湖水中垂下色彩斑斓的倒影。
恩戴德,激,半早晨，樊伯回来了，同来的还有那个看守所长和送饭的，介绍后，韩文举就说了许多感恩戴德之话，又诉说了金狗的冤情。,半早晨，樊伯回来了，同来的还有那个看守所长和送饭的，介绍后，韩文举就说了许多诚心感激之话，又诉说了金狗的冤情。
话,别的意思,君亭说：“四叔好像这话里有话？”,君亭说：“四叔好像有别的意思？”
慈,怀恻隐而不忍下,但对于其中偷税漏税违犯政策的不法行为却要严加管制，不能心慈手软。”,但对于其中偷税漏税违犯政策的不法行为却要严加管制，不能心怀恻隐而不忍下手。”
争,维护自己方面的权益、观点,他们的一大优势在于，不仅精通流氓技法，而且也熟悉人世间的正常规矩，因此善于把两者故意搅浑，诱使不知底里的善良人误认为有讲理的余地，来与他们据理力争。,他们的一大优势在于，不仅精通流氓技法，而且也熟悉人世间的正常规矩，因此善于把两者故意搅浑，诱使不知底里的善良人误认为有讲理的余地，来与他们依据道理，竭力维护自己方面的权益、观点。
头,有方向的,经过河滩，看见了沙厂里有上百号人像是一堆没头苍蝇在搬移洗沙机，在搬运洗出的沙，在搬动那些乱七八糟的木头、篷布、铁网子、锨、镢、抽水机、架子车、水管子。,经过河滩，看见了沙厂里有上百号人像是一堆没有方向的苍蝇不清楚的在搬移洗沙机，在搬运洗出的沙，在搬动那些杂乱的木头、篷布、铁网子、锨、镢、抽水机、架子车、水管子。
淡无,，没有,哪怕他今生一世暗淡无光，可他在自己生命的历程中，仍然还有值得骄傲和怀恋的东西啊！,哪怕他今生一世灰暗，没有光彩，可他在自己生命的历程中，仍然还有值得骄傲和怀恋的东西啊！
图,谋求,雷君曜的《绘图骗术奇谈》中记述了不止一人先被小人利用，后来发觉后认为有利可图，将错就错地倒过来利用小人的事例，结果总是小人逃之夭夭，企图利用小人的人成了最狼狈的民间笑柄。,雷君曜的《绘图骗术奇谈》中记述了不止一人先被小人利用，后来发觉后认为有利益可谋求，继续错误地倒过来利用小人的事例，结果总是小人逃跑，企图利用小人的人成了最狼狈的民间笑柄。
将,继续,雷君曜的《绘图骗术奇谈》中记述了不止一人先被小人利用，后来发觉后认为有利可图，将错就错地倒过来利用小人的事例，结果总是小人逃之夭夭，企图利用小人的人成了最狼狈的民间笑柄。,雷君曜的《绘图骗术奇谈》中记述了不止一人先被小人利用，后来发觉后认为有利益可谋求，继续错误地倒过来利用小人的事例，结果总是小人逃跑，企图利用小人的人成了最狼狈的民间笑柄。
就错,误,雷君曜的《绘图骗术奇谈》中记述了不止一人先被小人利用，后来发觉后认为有利可图，将错就错地倒过来利用小人的事例，结果总是小人逃之夭夭，企图利用小人的人成了最狼狈的民间笑柄。,雷君曜的《绘图骗术奇谈》中记述了不止一人先被小人利用，后来发觉后认为有利益可谋求，继续错误地倒过来利用小人的事例，结果总是小人逃跑，企图利用小人的人成了最狼狈的民间笑柄。
之夭夭,跑,雷君曜的《绘图骗术奇谈》中记述了不止一人先被小人利用，后来发觉后认为有利可图，将错就错地倒过来利用小人的事例，结果总是小人逃之夭夭，企图利用小人的人成了最狼狈的民间笑柄。,雷君曜的《绘图骗术奇谈》中记述了不止一人先被小人利用，后来发觉后认为有利益可谋求，继续错误地倒过来利用小人的事例，结果总是小人逃跑，企图利用小人的人成了最狼狈的民间笑柄。
整旗鼓,新集合力量再干,爷爷沉思片刻，说：“不要往回抬了，也不要棺材，先埋在高粱地里丘着，等我重整旗鼓后，再为弟兄出一场回龙大殡！”,爷爷沉思片刻，说：“不要往回抬了，也不要棺材，先埋在高粱地里丘着，等我失败之后，重新集合力量再干后，再为弟兄出一场回龙大殡！”
骑虎,为,“竹斋，现在我们两件事――益中收买的八个厂，本月三日抛出的一百万公债，都成了骑虎难下之势，我们只有硬着头皮干到哪里是哪里了！,“竹斋，现在我们两件事――益中收买的八个厂，本月三日抛出的一百万公债，都成了为难之势，我们只有硬着头皮干到哪里是哪里了！
如,痛苦得像,我妻白氏噗噗响，我妻白氏，尖声嘶叫，令我心如刀绞，胆战心惊。,我妻白氏噗噗响，我妻白氏，尖声嘶叫，令我内心痛苦得像刀割一样，害怕担心。
绞,割一样,我妻白氏噗噗响，我妻白氏，尖声嘶叫，令我心如刀绞，胆战心惊。,我妻白氏噗噗响，我妻白氏，尖声嘶叫，令我内心痛苦得像刀割一样，害怕担心。
胆战,害怕担,我妻白氏噗噗响，我妻白氏，尖声嘶叫，令我心如刀绞，胆战心惊。,我妻白氏噗噗响，我妻白氏，尖声嘶叫，令我内心痛苦得像刀割一样，害怕担心。
肥,挑,她以为来了客人，但仔细一听，原来是他在数落那只老黑猫——说它最近挑肥拣瘦，只想吃肉不啃骨头；老黑猫只用“喵呜”来回答他的指责。,她以为来了客人，但仔细一听，原来是他在数落那只老黑猫——说它最近挑挑拣拣，只想吃肉不啃骨头；老黑猫只用“喵呜”来回答他的指责。
瘦,拣,她以为来了客人，但仔细一听，原来是他在数落那只老黑猫——说它最近挑肥拣瘦，只想吃肉不啃骨头；老黑猫只用“喵呜”来回答他的指责。,她以为来了客人，但仔细一听，原来是他在数落那只老黑猫——说它最近挑挑拣拣，只想吃肉不啃骨头；老黑猫只用“喵呜”来回答他的指责。
百,屡受挫,可是他们年轻的生命是那样强壮，百折不挠，又经受了锻炼，他们简直是不死的了。,可是他们年轻的生命是那样强壮，屡受挫折而不屈服，又经受了锻炼，他们简直是不死的了。
挠,屈服,可是他们年轻的生命是那样强壮，百折不挠，又经受了锻炼，他们简直是不死的了。,可是他们年轻的生命是那样强壮，屡受挫折而不屈服，又经受了锻炼，他们简直是不死的了。
生,命运,书读罢，又掩卷叹息，怪自己生不逢时，大专毕业，只在学校教些顽皮孩子；讲课他们似乎听懂了，又似乎没听懂；后来又到集贸市场卖鱼，也是无人说话，才养八哥。,书读罢，又掩卷叹息，怪自己命运不好，大专毕业，只在学校教些顽皮孩子；讲课他们似乎听懂了，又似乎没听懂；后来又到集贸市场卖鱼，也是无人说话，才养八哥。
逢时,好,书读罢，又掩卷叹息，怪自己生不逢时，大专毕业，只在学校教些顽皮孩子；讲课他们似乎听懂了，又似乎没听懂；后来又到集贸市场卖鱼，也是无人说话，才养八哥。,书读罢，又掩卷叹息，怪自己命运不好，大专毕业，只在学校教些顽皮孩子；讲课他们似乎听懂了，又似乎没听懂；后来又到集贸市场卖鱼，也是无人说话，才养八哥。
太,和,小麻子、小蛤蟆以为太平盛世出了异己分子，出了谋财害命的刺客，心中感到日怪，也感到措手不及。,小麻子、小蛤蟆以为和平年代出了异己分子，出了为了劫夺财物，害人性命的刺客，心中感到日怪，也感到惊慌。
盛世,年代,小麻子、小蛤蟆以为太平盛世出了异己分子，出了谋财害命的刺客，心中感到日怪，也感到措手不及。,小麻子、小蛤蟆以为和平年代出了异己分子，出了为了劫夺财物，害人性命的刺客，心中感到日怪，也感到惊慌。
谋,为了劫夺,小麻子、小蛤蟆以为太平盛世出了异己分子，出了谋财害命的刺客，心中感到日怪，也感到措手不及。,小麻子、小蛤蟆以为和平年代出了异己分子，出了为了劫夺财物，害人性命的刺客，心中感到日怪，也感到惊慌。
卖傻,癫痴呆,结果，不知是真的神经出了问题，还是装疯卖傻，这润生整天哭哭笑笑，东转西游，几乎快成了死去的田二的接班人。,结果，不知是真的神经出了问题，还是故意装作疯癫痴呆，这润生整天哭哭笑笑，东转西游，几乎快成了死去的田二的接班人。
义,理由,任何一个高中生都能义正辞严地给你一个光彩的回答。,任何一个高中生都能理由正当充足，措词严正有力地给你一个光彩的回答。
辞,当充足，措词,任何一个高中生都能义正辞严地给你一个光彩的回答。,任何一个高中生都能理由正当充足，措词严正有力地给你一个光彩的回答。
举重若,做繁难的事或处理棘手的问题,这位先生有一种举重若轻的潇洒风度，不经意间揭发出了一起直接关系到周恩来、江青的顶级政治命案，而他所揭发的内容，又从未出现在任何“文革”史料和国家级的审判中。,这位先生有一种做繁难的事或处理棘手的问题轻松的潇洒风度，不经意间揭发出了一起直接关系到周恩来、江青的顶级政治命案，而他所揭发的内容，又从未出现在任何“文革”史料和国家级的审判中。
津,或尝试,这种西藏食品，那些把头发卷成香肠一样的女同学是绝对不敢问津的。,这种西藏食品，那些把头发卷成香肠一样的女同学是绝对不敢过问或尝试的。
如星火,促紧迫,有许多一时觉得急如星火的事情，事后想起来不无幽默。,有许多一时觉得非常急促紧迫的事情，事后想起来不无幽默。
逢,得一见,他知道，高朗对新闻事业具有一种无畏的献身精神，这种采访对他来说是千载难逢！,他知道，高朗对新闻事业具有一种无畏的献身精神，这种采访对他来说是难得一见！
循环往,反,这缺又不是月有圆缺的那个缺，那个缺是圆缺因循，循环往复。,这缺又不是月有圆缺的那个缺，那个缺是圆缺因循，反复。
题,事当做,一个县长韬光养晦虽有些小题大做，但老史把种菜当回事，别人也无可奈何。,一个县长隐藏才能虽有些小事当做大事来办，但老史把种菜当回事，别人也没办法。
做,事来办,一个县长韬光养晦虽有些小题大做，但老史把种菜当回事，别人也无可奈何。,一个县长隐藏才能虽有些小事当做大事来办，但老史把种菜当回事，别人也没办法。
老死,相互之间一直,在大部分的情况下，每一个花生都有两颗花生米，它们是邻居，近在咫尺，却静悄悄的，是老死不相往来的局面。,在大部分的情况下，每一个花生都有两颗花生米，它们是邻居，很近，却静悄悄的，是相互之间一直不发生联系的局面。
相往来,发生联系,在大部分的情况下，每一个花生都有两颗花生米，它们是邻居，近在咫尺，却静悄悄的，是老死不相往来的局面。,在大部分的情况下，每一个花生都有两颗花生米，它们是邻居，很近，却静悄悄的，是相互之间一直不发生联系的局面。
垂暮,快要到或已接近人,对于一个进入垂暮之年的老者，我们大约可以对他进行某种评判；但对一个未成长起来的青年，我们为时过早地下某种论断，看来是不可取的。,对于一个进入快要到或已接近人之晚年的老者，我们大约可以对他进行某种评判；但对一个未成长起来的青年，我们为时过早地下某种论断，看来是不可取的。
若,然，像,他的土色是黑的，一看见城外的黄土，他便茫然若失。,他的土色是黑的，一看见城外的黄土，他便心中茫茫然然，像失去了什么。
以为,知羞,“小蓝脸”时，我不以为耻，反以为荣；渐渐长大之后，如果谁再敢称我“蓝脸”，,“小蓝脸”时，我不知羞耻，反以为荣；渐渐长大之后，如果谁再敢称我“蓝脸”，
待,要,为什么要把个黄生生叫到村子来，又一天到黑钻在一起，对她也待理不理了。,为什么要把个黄生生叫到村子来，又一天到黑钻在一起，对她也要理不理了。
夸其谈,，不符合实际,夏天智的兴趣陡然高涨，中星也就夸夸其谈。,夏天智的兴趣陡然高涨，中星也就说话或写文章浮夸，不符合实际。
指桑,假装,秦安老婆本要指桑骂槐，给君亭个下马威，没想君亭说出这话，她一时慌了，张了嘴不知还要说什么。,秦安老婆本要假装骂别人，实际给君亭故意显示威势，没想君亭说出这话，她一时慌了，张了嘴不知还要说什么。
槐,别人,秦安老婆本要指桑骂槐，给君亭个下马威，没想君亭说出这话，她一时慌了，张了嘴不知还要说什么。,秦安老婆本要假装骂别人，实际给君亭故意显示威势，没想君亭说出这话，她一时慌了，张了嘴不知还要说什么。
个下马,故意显示,秦安老婆本要指桑骂槐，给君亭个下马威，没想君亭说出这话，她一时慌了，张了嘴不知还要说什么。,秦安老婆本要假装骂别人，实际给君亭故意显示威势，没想君亭说出这话，她一时慌了，张了嘴不知还要说什么。
家寡,立的,但现在他常常高居台上，有点孤家寡人的味道，众目睽睽之下无法逃会，不能不心情沮丧，有点无精打采。,但现在他常常高居台上，有点脱离群众，孤立的人的味道，大家观看之下无法逃会，不能不心情沮丧，有点颓丧。
思甜,难，回想今天的幸福生活,过了不多一会，忆苦思甜报告会结束了，操场上传来一片嘈杂的人声。,过了不多一会，回忆过去的苦难，回想今天的幸福生活报告会结束了，操场上传来一片嘈杂的人声。
娼,都做坏事或思想行为极其卑鄙恶劣,这些渣滓，不幸，给了他们一些便利，他们便以为认识了这些人就是认识了全体中国人，因而断定了中国文化里并没有礼义廉耻，而只有男盗女娼。,这些渣滓，不幸，给了他们一些便利，他们便以为认识了这些人就是认识了全体中国人，因而断定了中国文化里并没有道德标准，而只有男女都做坏事或思想行为极其卑鄙恶劣。
出,情的发生,“老爷，俺爹打伤德国人，也是事出有因。,“老爷，俺爹打伤德国人，也是事情的发生有它的原因。
耳边风,听后不放在心上的话,阿秋嫂子，你就听他嚼舌根，信口打哇哇，当个耳边风算什么。”,阿秋嫂子，你就听他嚼舌根，信口打哇哇，当个听后不放在心上的话算什么。”
生,发,我们七嘴八舌，建议缩短战线，建议注重管护，建议因地制宜，建议广开门路多种经营，养羊啦，养兔啦，养蜂啦，还有自制蜂王浆的生财之道，马尔采夫耕作法，约克夏肥猪，五零一菌肥——我们只差没说到超音速飞机和人造卫星了。,我们都发表意见，建议缩短战线，建议注重管护，建议具体情况具体分析，建议广开门路多种经营，养羊啦，养兔啦，养蜂啦，还有自制蜂王浆的发财的门路，马尔采夫耕作法，约克夏肥猪，五零一菌肥——我们只差没说到超音速飞机和人造卫星了。
之道,的门路,我们七嘴八舌，建议缩短战线，建议注重管护，建议因地制宜，建议广开门路多种经营，养羊啦，养兔啦，养蜂啦，还有自制蜂王浆的生财之道，马尔采夫耕作法，约克夏肥猪，五零一菌肥——我们只差没说到超音速飞机和人造卫星了。,我们都发表意见，建议缩短战线，建议注重管护，建议具体情况具体分析，建议广开门路多种经营，养羊啦，养兔啦，养蜂啦，还有自制蜂王浆的发财的门路，马尔采夫耕作法，约克夏肥猪，五零一菌肥——我们只差没说到超音速飞机和人造卫星了。
饱经,十分,"我们沦陷上海期间，饱经忧患，也见到世态炎凉。我们夫妇常把日常的感受，当做美酒般浅斟低酌，细细品尝。这种滋味值得品尝，因为忧患孕育智慧。钟书曾说:""一个人二十不狂没志气，三十犹狂是无识妄人。""他是引用桐城先辈语:""子弟二十不狂没出息，三十犹狂没出息"";也是""夫子自道""。","我们沦陷上海期间，十分忧患，也见到在得势时特别奉承，失势时就十分冷淡。我们夫妇常把日常的感受，当做美酒般浅斟低酌，细细品尝。这种滋味值得品尝，因为忧患孕育智慧。钟书曾说:""一个人二十不狂没志气，三十犹狂是无识妄人。""他是引用桐城先辈语:""子弟二十不狂没出息，三十犹狂没出息"";也是""指正自己""。"
夫子,指正,"我们沦陷上海期间，饱经忧患，也见到世态炎凉。我们夫妇常把日常的感受，当做美酒般浅斟低酌，细细品尝。这种滋味值得品尝，因为忧患孕育智慧。钟书曾说:""一个人二十不狂没志气，三十犹狂是无识妄人。""他是引用桐城先辈语:""子弟二十不狂没出息，三十犹狂没出息"";也是""夫子自道""。","我们沦陷上海期间，十分忧患，也见到在得势时特别奉承，失势时就十分冷淡。我们夫妇常把日常的感受，当做美酒般浅斟低酌，细细品尝。这种滋味值得品尝，因为忧患孕育智慧。钟书曾说:""一个人二十不狂没志气，三十犹狂是无识妄人。""他是引用桐城先辈语:""子弟二十不狂没出息，三十犹狂没出息"";也是""指正自己""。"
道,己,"我们沦陷上海期间，饱经忧患，也见到世态炎凉。我们夫妇常把日常的感受，当做美酒般浅斟低酌，细细品尝。这种滋味值得品尝，因为忧患孕育智慧。钟书曾说:""一个人二十不狂没志气，三十犹狂是无识妄人。""他是引用桐城先辈语:""子弟二十不狂没出息，三十犹狂没出息"";也是""夫子自道""。","我们沦陷上海期间，十分忧患，也见到在得势时特别奉承，失势时就十分冷淡。我们夫妇常把日常的感受，当做美酒般浅斟低酌，细细品尝。这种滋味值得品尝，因为忧患孕育智慧。钟书曾说:""一个人二十不狂没志气，三十犹狂是无识妄人。""他是引用桐城先辈语:""子弟二十不狂没出息，三十犹狂没出息"";也是""指正自己""。"
之门外,绝协商或共事,那个正气浩然的母亲把门关上，把年轻的医生拒之门外：“我们也从没有打算欺骗谁，对对，尤其是爱情！”,那个正气浩然的母亲把门关上，把年轻的医生拒绝协商或共事：“我们也从没有打算欺骗谁，对对，尤其是爱情！”
风暴雨,剧而猛烈,接下来就是一阵急风暴雨般的萝卜打击，降落在我的头上。,接下来就是一阵急剧而猛烈般的萝卜打击，降落在我的头上。
争,不放过一,在悼念伯钊同志的时刻，我更要以伯钊同志为榜样，争分夺秒，尽自己,在悼念伯钊同志的时刻，我更要以伯钊同志为榜样，不放过一分一秒，尽自己
夺,一,在悼念伯钊同志的时刻，我更要以伯钊同志为榜样，争分夺秒，尽自己,在悼念伯钊同志的时刻，我更要以伯钊同志为榜样，不放过一分一秒，尽自己
头无尾,条理,虚空和无聊却难，它没凭没据，无头无尾，四面不靠，还日复一日，月复一月，年复一年。,虚空和无聊却难，它没凭没据，事物紊乱无条理，四面不靠，还每天，月复一月，每年。
年复一,每,虚空和无聊却难，它没凭没据，无头无尾，四面不靠，还日复一日，月复一月，年复一年。,虚空和无聊却难，它没凭没据，事物紊乱无条理，四面不靠，还每天，月复一月，每年。
家,戚关系,俺殷勤地说：公爹呀，看样子俺已经把你伺候舒坦了，俺亲爹的小命不是晚上就是早晨要报销，怎么着也是儿女亲家，您得帮俺拿个主意。,俺殷勤地说：公爹呀，看样子俺已经把你伺候舒坦了，俺亲爹的小命不是晚上就是早晨要报销，怎么着也是两家儿女结为婚姻的亲戚关系，您得帮俺拿个主意。
众,威,这名字是有点大同世界的味道，不存偏见，人人都有份权利的，王琦瑶则是众望所归。,这名字是有点大同世界的味道，不存偏见，人人都有份权利的，王琦瑶则是威望很高，受到大家敬仰和信赖。
所归,很高，受到大家敬仰和信赖,这名字是有点大同世界的味道，不存偏见，人人都有份权利的，王琦瑶则是众望所归。,这名字是有点大同世界的味道，不存偏见，人人都有份权利的，王琦瑶则是威望很高，受到大家敬仰和信赖。
万,表面上更改样式，,她走出化妆间，又去推暗房的门，手摸着开关，一开，红灯亮了，聚着一点，其余都是黑，含着个心事般的，又还是万变不离其宗的那个“宗”字。,她走出化妆间，又去推暗房的门，手摸着开关，一开，红灯亮了，聚着一点，其余都是黑，含着个心事般的，又还是表面上更改样式，变化，实际上本质未改，目的依旧的那个“宗”字。
步流星,，走得快,正当俺拿不定主意时，小甲这个大憨蛋，大步流星跑到俺的面前，脸涨得通红，眼睁得溜圆，厚嘴唇哆嗦着，结结巴巴地说：,正当俺拿不定主意时，小甲这个大憨蛋，脚步迈得大，走得快跑到俺的面前，脸涨得通红，眼睁得溜圆，厚嘴唇哆嗦着，结巴地说：
兄难弟,的人,“泰岳难为兄，蓝脸难为弟，难兄难弟！”,“泰岳难为兄，蓝脸难为弟，彼此曾共患难的人！”
惶惶,惊恐,那年四川大地震后十多天里，我睡在床上总觉得床动，走在路上总觉得路面发软，害怕着地震，却又盼望余震快来，惶惶不可终日。,那年四川大地震后十多天里，我睡在床上总觉得床动，走在路上总觉得路面发软，害怕着地震，却又盼望余震快来，惊恐不安到了极点。
可终日,安到了极点,那年四川大地震后十多天里，我睡在床上总觉得床动，走在路上总觉得路面发软，害怕着地震，却又盼望余震快来，惶惶不可终日。,那年四川大地震后十多天里，我睡在床上总觉得床动，走在路上总觉得路面发软，害怕着地震，却又盼望余震快来，惊恐不安到了极点。
潮澎湃,情十分激动，不能平静,面对这些几十年患难中的朋友，面对这火样的友情，茅盾心潮澎湃，他慢慢地掏出笔，回赠朋友：,面对这些几十年患难中的朋友，面对这火样的友情，茅盾心情十分激动，不能平静，他慢慢地掏出笔，回赠朋友：
老江湖,在外多年，很有阅历，处世圆滑的人,沙复明也是个老江湖了，哪里能受她的摆布。,沙复明也是个在外多年，很有阅历，处世圆滑的人了，哪里能受她的摆布。
揭竿而,人民,至三年，县北人马世昌聚众闹事，随之南方白启山揭竿而起，马世昌五千人投之，五年后白启山、马世昌被灭，而外族入，朝廷遂亡。,至三年，县北人马世昌聚众闹事，随之南方白启山人民起义，马世昌五千人投之，五年后白启山、马世昌被灭，而外族入，朝廷遂亡。
甘,享受幸福，,老朋友，我当驴当牛时可以与你同甘共苦，但我现在成了人民公社的种,老朋友，我当驴当牛时可以与你共同享受幸福，共同担当艰苦，但我现在成了人民公社的种
眼疾手,做事机灵、机警、敏捷、反应很,武装专干白明川眼疾手快，把这颗冒烟的手榴弹捡起，扔了出去，避免了一场大灾祸。,武装专干白明川做事机灵、机警、敏捷、反应很快，把这颗冒烟的手榴弹捡起，扔了出去，避免了一场大灾祸。
勤,认真,非先生，安息吧!您的独具风格的作品会流传下去，您的徒弟们不但会继承您的画法，成为流派，而且也会发扬您的勤学苦练的精神，毕生不懈地争取青出于蓝而胜于蓝的成就。,非先生，安息吧!您的独具风格的作品会流传下去，您的徒弟们不但会继承您的画法，成为流派，而且也会发扬您的认真学习，刻苦训练的精神，毕生不懈地争取一代比一代更强的成就。
青出于蓝而胜于蓝,一代比一代更强,非先生，安息吧!您的独具风格的作品会流传下去，您的徒弟们不但会继承您的画法，成为流派，而且也会发扬您的勤学苦练的精神，毕生不懈地争取青出于蓝而胜于蓝的成就。,非先生，安息吧!您的独具风格的作品会流传下去，您的徒弟们不但会继承您的画法，成为流派，而且也会发扬您的认真学习，刻苦训练的精神，毕生不懈地争取一代比一代更强的成就。
好,脱离实际地追求目前不可能实现的过,心里的企盼又开始抬头，有些好高骛远，要说也是叫程先生的一片痴心给宠出来的。,心里的企盼又开始抬头，有些脱离实际地追求目前不可能实现的过高、过远的目标。，要说也是叫程先生的一片痴心给宠出来的。
骛,、过,心里的企盼又开始抬头，有些好高骛远，要说也是叫程先生的一片痴心给宠出来的。,心里的企盼又开始抬头，有些脱离实际地追求目前不可能实现的过高、过远的目标。，要说也是叫程先生的一片痴心给宠出来的。
乏其人,少,这吉先生的称呼于他是极其合式的，虽然我知道在此时所知道的诗人文豪中，与他具有同样精神者还正不乏其人。,这吉先生的称呼于他是极其合式的，虽然我知道在此时所知道的诗人文豪中，与他具有同样精神者还正那样的人并不少。
灵通,能及时掌握,七斤嫂这时从直觉上觉得事情似乎有些不妙了，因为咸亨酒店是消息灵通的所在。,七斤嫂这时从直觉上觉得事情似乎有些不妙了，因为咸亨酒店是对各方面的消息能及时掌握的所在。
无,没有多大,但我认为吃素吃荤真是小事，无关大体。,但我认为吃素吃荤真是小事，没有多大关系。
大体,系,但我认为吃素吃荤真是小事，无关大体。,但我认为吃素吃荤真是小事，没有多大关系。
闻目睹,听见，亲眼看见,金狗他们撑船发财的事，他耳闻目睹，很是馋眼的，只是恨自己无船又无下苦的力气，田中正现在让他负责组织船队，心里禁不住地喜欢。,金狗他们撑船发财的事，他亲耳听见，亲眼看见，很是馋眼的，只是恨自己无船又无下苦的力气，田中正现在让他负责组织船队，心里禁不住地喜欢。
长,永,这是污辱新知识，可是，在这个时期，人们确是抱着一种希望，虽然他们以为从别人身上割取一块新肉便会使自己长生不老是错误的，可是究竟他们有这么一点迷信，他们总以为只要新知识一到——不管是多么小的一点——他们立刻会与外国一样的兴旺起来。,这是污辱新知识，可是，在这个时期，人们确是抱着一种希望，虽然他们以为从别人身上割取一块新肉便会使自己永生是错误的，可是究竟他们有这么一点迷信，他们总以为只要新知识一到——不管是多么小的一点——他们立刻会与外国一样的兴旺起来。
贼,了坏事怕人觉察出来而,本来找了几天，没有找到青面兽杨志；再过两天，等事过去，就又松了；也是因为杀鸭子的小胖子，今天晚上偷偷上街；偷偷上街，也违反纪律，回来被光头崔哥抓住，扇了几耳光；崔哥扇他仅为上街，但小胖子做贼心虚，以为他干的事，崔哥都知道了；崔哥扇着问：,本来找了几天，没有找到青面兽杨志；再过两天，等事过去，就又松了；也是因为杀鸭子的小胖子，今天晚上偷偷上街；偷偷上街，也违反纪律，回来被光头崔哥抓住，扇了几耳光；崔哥扇他仅为上街，但小胖子做了坏事怕人觉察出来而心里惶恐，以为他干的事，崔哥都知道了；崔哥扇着问：
虚,里惶恐,本来找了几天，没有找到青面兽杨志；再过两天，等事过去，就又松了；也是因为杀鸭子的小胖子，今天晚上偷偷上街；偷偷上街，也违反纪律，回来被光头崔哥抓住，扇了几耳光；崔哥扇他仅为上街，但小胖子做贼心虚，以为他干的事，崔哥都知道了；崔哥扇着问：,本来找了几天，没有找到青面兽杨志；再过两天，等事过去，就又松了；也是因为杀鸭子的小胖子，今天晚上偷偷上街；偷偷上街，也违反纪律，回来被光头崔哥抓住，扇了几耳光；崔哥扇他仅为上街，但小胖子做了坏事怕人觉察出来而心里惶恐，以为他干的事，崔哥都知道了；崔哥扇着问：
知己知彼百战百,敌我双方情况都能了解透彻全,⑪一整天是做汉文：《知己知彼百战百胜论》，《颍考叔论》，《云从龙风从虎论》，《咬得菜根则百事可做论》。,⑪一整天是做汉文：《敌我双方情况都能了解透彻全胜论》，《颍考叔论》，《云从龙风从虎论》，《能吃苦则百事可做论》。
其所哉,当,"韩子奇暗自庆幸终于把这位瘟神侦缉队长请走，他倾心已久的""博雅""宅得其所哉。","韩子奇暗自庆幸终于把这位瘟神侦缉队长请走，他倾心已久的""博雅""宅安排得当。"
驷,套上四匹,早说过，收了就是收了，不会再兴风作浪，君子一言，驷马难追，父母不相信女儿真有那么正，就硬是做给他们看看。,早说过，收了就是收了，不会再干坏事，君子一言，套上四匹马拉的车也难追上，父母不相信女儿真有那么正，就硬是做给他们看看。
不,己的力,至于别的，我——我不能那么自不量力。”,至于别的，我——我不能那么过高的估计自己的力量。”
如泥,得瘫成一团，扶都扶不住,有好几天我都在想著那座夜间警备森严的营区和那个烂醉如泥的军人。,有好几天我都在想著那座夜间警备森严的营区和那个醉得瘫成一团，扶都扶不住的军人。
疲,忙,当副总裁确实开始着手捕猎大象时，职员们就开始疲于奔命地确保所有可能是大象的动物在副总裁看到它们之前都已成为笼中之物。,当副总裁确实开始着手捕猎大象时，职员们就开始忙于奔走应付，弄得非常疲乏地确保所有可能是大象的动物在副总裁看到它们之前都已成为笼中之物。
命,走应付，弄得非常疲乏,当副总裁确实开始着手捕猎大象时，职员们就开始疲于奔命地确保所有可能是大象的动物在副总裁看到它们之前都已成为笼中之物。,当副总裁确实开始着手捕猎大象时，职员们就开始忙于奔走应付，弄得非常疲乏地确保所有可能是大象的动物在副总裁看到它们之前都已成为笼中之物。
历其,面临那种,但“江关雁声来渺渺，灯昏宫漏听沉沉”的妙处，若非身历其境者决领悟不到。,但“江关雁声来渺渺，灯昏宫漏听沉沉”的妙处，若非亲身面临那种境地者决领悟不到。
为例,能再这样做,夏天智说：“你要肯听我的，那我就说：种了的地，不能再种了，补贴也不取消，款也不罚，全乡通报批评，下不为例。”,夏天智说：“你要肯听我的，那我就说：种了的地，不能再种了，补贴也不取消，款也不罚，全乡通报批评，下次不能再这样做。”
