idiom,explanation,original_sentence,original_paraphrase
为,动,被告人是一名的士司机，并曾对半身不遂的原告人作出一连串行为，包括拒载、拒绝帮助原告人登上的士及把她的轮椅放在车尾箱，以及当原告人在的士内的时候，向她讲出一些关于其残疾的无礼及冒犯说话。,被告是一名出租车司机，曾对一名偏瘫的原告人采取一系列行动，包括拒载、拒绝帮助原告人登上的士及把她的轮椅放在车尾箱，以及当原告人在的士内的时候，向她讲出一些关于其残疾的无礼及冒犯说话。
企,你的,密切关注企业细节，时常居安思危，不要自满，照顾好员工。,密切关注你的业务细节，经常为危险做好准备，不要满足，要照顾好你的员工。
时,经,密切关注企业细节，时常居安思危，不要自满，照顾好员工。,密切关注你的业务细节，经常为危险做好准备，不要满足，要照顾好你的员工。
居安思,为,密切关注企业细节，时常居安思危，不要自满，照顾好员工。,密切关注你的业务细节，经常为危险做好准备，不要满足，要照顾好你的员工。
化干戈,变战争,我坚信，这一会议将促进整个分区域新一轮富有活力的和平，使我们能够化干戈为玉帛，坚定地致力于我们各国人民的整体和综合的发展。,我坚信，这一会议将促进整个分区域新一轮富有活力的和平，使我们能够变战争为和平，坚定地致力于我们各国人民的整体和综合的发展。
玉帛,和平,我坚信，这一会议将促进整个分区域新一轮富有活力的和平，使我们能够化干戈为玉帛，坚定地致力于我们各国人民的整体和综合的发展。,我坚信，这一会议将促进整个分区域新一轮富有活力的和平，使我们能够变战争为和平，坚定地致力于我们各国人民的整体和综合的发展。
无迹可,难以,即使发现了始发点，肇事者或赞助者的身份仍可能无迹可寻。,即使发现了始发点，肇事者或赞助者的身份仍可能难以寻找。
电交加,雨,可是当一条龙的眼睛画上后，突然雷电交加，那龙真地活了，立刻向天上飞去，其余没有眼睛的龙，仍留在墙上。,可是当一条龙的眼睛画上后，突然伴随着雷雨，那龙真地活了，立刻向天上飞去，其余没有眼睛的龙，仍留在墙上。
得,最满,全市性的清扫计划是市长的得意之作。,全市性的清扫计划是市长的最满意的作品。
之,的,全市性的清扫计划是市长的得意之作。,全市性的清扫计划是市长的最满意的作品。
小,泥于细,该公司的真诚、友好和不拘小节深深打动了我。,该公司的真诚、友好和不拘泥于细节深深打动了我。
以,用道,辩论的时候，必须采取摆事实，讲道理，以理服人的方法。,辩论的时候，必须采取摆事实，讲道理，用道理来说服人的方法。
里偷闲,中抽出一点时间,最近一个工作日她忙里偷闲带儿子去看医生。,最近一个工作日她在繁忙中抽出一点时间带儿子去看医生。
封未动,样,皮夹原封未动，钱一点也没少，所有的证卡都在。,皮夹保持原样，钱一点也没少，所有的证卡都在。
七杂八,乱,今天下午南希有些杂七杂八的事情要处理一下。,今天下午南希有些杂乱的事情要处理一下。
独,开,然而，在密云，汇丰成了独辟蹊径的外国银行的先锋。,然而，在密云，汇丰成了开辟出新方法的外国银行的先锋。
蹊径,出新方法,然而，在密云，汇丰成了独辟蹊径的外国银行的先锋。,然而，在密云，汇丰成了开辟出新方法的外国银行的先锋。
诚然,确实,诚然，他是大慈大悲的尊者。赞美归于上帝，万千世界的主宰！,确实，他是仁慈的，有慈爱的。赞美上帝吧，全世界的主。
大,仁,诚然，他是大慈大悲的尊者。赞美归于上帝，万千世界的主宰！,确实，他是仁慈的，有慈爱的。赞美上帝吧，全世界的主。
尊者,，有慈爱的,诚然，他是大慈大悲的尊者。赞美归于上帝，万千世界的主宰！,确实，他是仁慈的，有慈爱的。赞美上帝吧，全世界的主。
万千,全,诚然，他是大慈大悲的尊者。赞美归于上帝，万千世界的主宰！,确实，他是仁慈的，有慈爱的。赞美上帝吧，全世界的主。
宰,。,诚然，他是大慈大悲的尊者。赞美归于上帝，万千世界的主宰！,确实，他是仁慈的，有慈爱的。赞美上帝吧，全世界的主。
因而,以致,大雨倾盆，因而士兵们时时需涉水而行。,雨下得很大，以致士兵们常常把腿埋在水中。
而行,中,大雨倾盆，因而士兵们时时需涉水而行。,雨下得很大，以致士兵们常常把腿埋在水中。
一知半,理,华文水平低落、对文字的传统意涵一知半解是其因。,华文水平低落、对文字的传统意涵理解不透彻是其因。
做文章,事态,由此可见，在贸易上大做文章只不过是民主共和两党政治家长期以来对美国选民做出的空洞承诺的华丽包装而已。,由此可见，在贸易上扩大事态只不过是民主共和两党政治家长期以来对美国选民做出的空洞承诺的华丽包装而已。
仿佛世界上,好像,两人有说有笑，仿佛世界上没有夫妇反目这一会事。,他们两个谈笑起来，好像没有夫妻争吵似的。
妇反目这一会事,妻争吵似的,两人有说有笑，仿佛世界上没有夫妇反目这一会事。,他们两个谈笑起来，好像没有夫妻争吵似的。
代,子树为了,李代桃僵这个故事来自于一首古老的民歌。,李子树为了桃树而牺牲自己这个故事来自于一首古老的民歌。
僵,树而牺牲自己,李代桃僵这个故事来自于一首古老的民歌。,李子树为了桃树而牺牲自己这个故事来自于一首古老的民歌。
祸,化,忍让可避免争执，柔和大爱可转祸为福。,忍让可避免争执，柔和大爱可以将灾难转化为幸福。
遭,受,2007年联合国气候变化巴厘会议受到政府间气候变化专门委员会第四次评估报告的影响，并且当时还感受到迫切需要就气候变化采取行动，但在举行波兹南会议时，又正好发生金融危机，经济开始滑坡，大家担忧就气候问题采取的行动可能会遭到池鱼之殃。,2007年联合国气候变化巴厘会议受到政府间气候变化专门委员会第四次评估报告的影响，并且当时还感受到迫切需要就气候变化采取行动，但在举行波兹南会议时，又正好发生金融危机，经济开始滑坡，大家担忧就气候问题采取的行动可能会受到牵连。
为人们,一切才会到位，从而,纲举目张，为人们指出了一条学习古代书法艺术的新途径。,只有抓住了关键的环节，一切才会到位，从而指出了学习古代书法艺术的新方法。
途径,方法,纲举目张，为人们指出了一条学习古代书法艺术的新途径。,只有抓住了关键的环节，一切才会到位，从而指出了学习古代书法艺术的新方法。
无所不,都精,我是一个多才多艺的女孩，吹打弹唱无所不能，琴棋书画无所不会，诗词歌赋无所不通。,我是一个有很多才艺的女孩，吹打弹唱都可以，弹琴、下棋、书法、画画无所不会，诗词歌赋都精通。
进宝,气,年初一，一大早，大人们就把昨晚关闭的门给打开，意为迎春接福，招财进宝。,年初一，一大早，大人们就把昨晚关闭的门给打开，意为招引进财气。
宗耀祖,彩,顺利考取功名的读书人，还能光宗耀祖。,顺利考取功名的读书人，还能为宗族增添光彩。
是因为,在于,她之所以生的伟大是因为她面对残忍的敌人宁死不屈、大义凛然。,她生命的伟大在于她面对残忍的敌人，即使死亡也不投降，坚持正义。
宁,，即使,她之所以生的伟大是因为她面对残忍的敌人宁死不屈、大义凛然。,她生命的伟大在于她面对残忍的敌人，即使死亡也不投降，坚持正义。
屈大,投降，坚持正,她之所以生的伟大是因为她面对残忍的敌人宁死不屈、大义凛然。,她生命的伟大在于她面对残忍的敌人，即使死亡也不投降，坚持正义。
苦心孤诣正是为了,出于他对人群的,正直的人，苦心孤诣，正是为了爱护这些群众，才和他们进行斗争。,正直的人刻苦努力，出于他对人群的爱护，他与人群进行了斗争。
这些,，他与人,正直的人，苦心孤诣，正是为了爱护这些群众，才和他们进行斗争。,正直的人刻苦努力，出于他对人群的爱护，他与人群进行了斗争。
对于,感到有些不高兴，因为,格拉斯曼对于他在写作新颖的数学却只能在中学教书有怀才不遇之感。,格拉斯曼感到有些不高兴，因为他在写作新颖的数学却只能在中学教书。
面无人,脸,马吕斯面无人色，问了一声。,马吕斯脸色苍白，问了一声。
争奇斗艳大放异彩,相互展示,强调所有文明均由共同的人性融合为一，但合一之中，仍可让不同文明争奇斗艳，大放异彩，并重申文明的成就构成人类集体遗产，,强调所有文明均由共同的人性融合为一，但合一之中，仍可让不同文明相互展示，并重申文明的成就构成人类集体遗产，
发,努力,在接下来的日子里，我有只能发奋图强了，于是我拼命地写作业。,在接下来的日子里，我有只能努力奋斗了，于是我拼命地写作业。
图强,斗,在接下来的日子里，我有只能发奋图强了，于是我拼命地写作业。,在接下来的日子里，我有只能努力奋斗了，于是我拼命地写作业。
轻重,量利弊,“只要这种所谓的‘弃儿’能够权衡轻重，继续学业，我们会接受他们的决定，让他们去做他们认为对自己未来有意义的事情。”,“只要这种所谓的‘弃儿’能够衡量利弊，继续学业，我们会接受他们的决定，让他们去做他们认为对自己未来有意义的事情。”
在所,绝,即便代价是要和食人妖同居一室，我也在所不辞。,即便代价是要和食人妖同居一室，我也绝不推辞。
一毫,钱,所节省的一分一毫，都会按社会需要重新投入属优先范畴的服务。,所节省的每一分钱，都会按社会需要重新投入属优先范畴的服务。
心,凶,千万不能像历险记里的那个心狠手辣的坏蛋卓伊一样，他坏事做尽，人见人憎。,千万不能像历险记里的那个凶狠的坏蛋卓伊一样，他坏事做尽，人见人憎。
于民,任,第二条是真正干出几个实绩，来取信于民。,第二条是真正干出几个实绩，来取得人民的信任。
虎,劲,我要求你为我做这件事，因为我知道你做事不虎头蛇尾。,我要求你为我做这件事，因为我知道你做事不劲头越来越小。
蛇尾,越来越小,我要求你为我做这件事，因为我知道你做事不虎头蛇尾。,我要求你为我做这件事，因为我知道你做事不劲头越来越小。
蜂拥而,到,音着协云南办事处措施一出，质疑之声立即蜂拥而来。,音着协云南办事处措施一出，质疑之声立即到来。
及,和,最后，我们希望四方及所有相关的区域角色将为缓和局势、结束以暴易暴循环和避免我们目前面临的人道主义危机而努力。,最后，我们希望四方和所有有关区域行为者努力缓和局势，结束用残暴势力代替残暴势力循环，避免我们目前面临的人道主义危机。
相,有,最后，我们希望四方及所有相关的区域角色将为缓和局势、结束以暴易暴循环和避免我们目前面临的人道主义危机而努力。,最后，我们希望四方和所有有关区域行为者努力缓和局势，结束用残暴势力代替残暴势力循环，避免我们目前面临的人道主义危机。
角色将,行,最后，我们希望四方及所有相关的区域角色将为缓和局势、结束以暴易暴循环和避免我们目前面临的人道主义危机而努力。,最后，我们希望四方和所有有关区域行为者努力缓和局势，结束用残暴势力代替残暴势力循环，避免我们目前面临的人道主义危机。
以,用残,最后，我们希望四方及所有相关的区域角色将为缓和局势、结束以暴易暴循环和避免我们目前面临的人道主义危机而努力。,最后，我们希望四方和所有有关区域行为者努力缓和局势，结束用残暴势力代替残暴势力循环，避免我们目前面临的人道主义危机。
易,势力代替残,最后，我们希望四方及所有相关的区域角色将为缓和局势、结束以暴易暴循环和避免我们目前面临的人道主义危机而努力。,最后，我们希望四方和所有有关区域行为者努力缓和局势，结束用残暴势力代替残暴势力循环，避免我们目前面临的人道主义危机。
和,，,最后，我们希望四方及所有相关的区域角色将为缓和局势、结束以暴易暴循环和避免我们目前面临的人道主义危机而努力。,最后，我们希望四方和所有有关区域行为者努力缓和局势，结束用残暴势力代替残暴势力循环，避免我们目前面临的人道主义危机。
其大家风范,我认为,其大家风范，在哈佛无人可以望其项背。,我认为，他的气派在哈佛大学的无人可以与之相比的。
天辟地,始,开天辟地以来，那便是真理。,自从世界开始以来，那便是真理。
荣华,很多财,"""有些女孩子拥有荣华富贵，有些却一无所有，我认为这不公平。",“我觉得有些女孩子有很多财富是不公平的，而另一些女孩子什么也没有。
贵有些却一无所有我认为这,是,"""有些女孩子拥有荣华富贵，有些却一无所有，我认为这不公平。",“我觉得有些女孩子有很多财富是不公平的，而另一些女孩子什么也没有。
足,分傲慢,“他当然会被开除的，”凯丝神气十足地说。,“他当然会被开除的，”凯丝十分傲慢地说。
不可待,切,我们的急不可待必须转化为新的能量。,我们的急切必须转化为新的能量。
踌躇,信心,编辑们连通知都没来得及便发表了，这份惊喜更让他踌躇满志。,编辑们连通知都没来得及便发表了，这份惊喜更让他信心满满。
志,满,编辑们连通知都没来得及便发表了，这份惊喜更让他踌躇满志。,编辑们连通知都没来得及便发表了，这份惊喜更让他信心满满。
走,我能看,我希望走到一面能够投射灵魂的镜子前，解下我满是回望的浮生若梦。,我希望我能看到一个可以投射我灵魂的镜子，然后带着遗憾离开我的空白的生活。
面能够,个可以,我希望走到一面能够投射灵魂的镜子前，解下我满是回望的浮生若梦。,我希望我能看到一个可以投射我灵魂的镜子，然后带着遗憾离开我的空白的生活。
解下,然后带着遗憾离开,我希望走到一面能够投射灵魂的镜子前，解下我满是回望的浮生若梦。,我希望我能看到一个可以投射我灵魂的镜子，然后带着遗憾离开我的空白的生活。
浮,空白的,我希望走到一面能够投射灵魂的镜子前，解下我满是回望的浮生若梦。,我希望我能看到一个可以投射我灵魂的镜子，然后带着遗憾离开我的空白的生活。
若梦,活,我希望走到一面能够投射灵魂的镜子前，解下我满是回望的浮生若梦。,我希望我能看到一个可以投射我灵魂的镜子，然后带着遗憾离开我的空白的生活。
甚,深刻理,他学习一向不求甚解。,他学习一向不求深刻理解。
似,像,此时眉卿也抬起头来看着她父亲，眼皮似笑非笑的，仿佛定要她父亲给一个明明白白的解答。,此时眉卿也抬起头来看着她父亲，眼皮像笑又不笑的，仿佛定要她父亲给一个明确的解答。
非,又不,此时眉卿也抬起头来看着她父亲，眼皮似笑非笑的，仿佛定要她父亲给一个明明白白的解答。,此时眉卿也抬起头来看着她父亲，眼皮像笑又不笑的，仿佛定要她父亲给一个明确的解答。
明白白,确,此时眉卿也抬起头来看着她父亲，眼皮似笑非笑的，仿佛定要她父亲给一个明明白白的解答。,此时眉卿也抬起头来看着她父亲，眼皮像笑又不笑的，仿佛定要她父亲给一个明确的解答。
黑,光,在一个月黑风高阴沉恐怖的晚上我是至尊宝你是白晶晶，奇妙的恋爱就从桥头上这一点火开始的。,在一个没有月光风也很大阴沉恐怖的晚上我是至尊宝你是白晶晶，奇妙的恋爱就从桥头上这一点火开始的。
高,也很大,在一个月黑风高阴沉恐怖的晚上我是至尊宝你是白晶晶，奇妙的恋爱就从桥头上这一点火开始的。,在一个没有月光风也很大阴沉恐怖的晚上我是至尊宝你是白晶晶，奇妙的恋爱就从桥头上这一点火开始的。
涣散,不齐,黑格确实使一种不明确的必要性有了实质内容，使人心涣散的政府有了方向。,黑格确实使一种不明确的必要性有了实质内容，使人心不齐的政府有了方向。
门当户对一表人才,双方家庭条件很般配,他们两人的婚姻首先是建立在爱情的基础上，其次双方也是门当户对、一表人才。,他们两人的婚姻首先是建立在爱情的基础上，其次双方也是双方家庭条件很般配。
不蔽体,服破烂,但当我们乘火车从乡间穿过的时候，我们亲眼看见一些人衣不蔽体。,但当我们乘火车从乡间穿过的时候，我们亲眼看见一些人衣服破烂。
风亮节,尚,火星会高风亮节的谦让，所以你也要去迎合对方，重新发现自己，并去冒险做一些改变。,火星会高尚的谦让，所以你也要去迎合对方，重新发现自己，并去冒险做一些改变。
明哲,自我,英国从来就不是一个明哲保身的懦弱国家，但即便英国过去是，那也没有给我们带来好处。,英国从来就不是一个自我保护的懦弱国家，但即使我们躲在后面，也没有好处。
身,护,英国从来就不是一个明哲保身的懦弱国家，但即便英国过去是，那也没有给我们带来好处。,英国从来就不是一个自我保护的懦弱国家，但即使我们躲在后面，也没有好处。
便英国过去是,使我们躲在后面,英国从来就不是一个明哲保身的懦弱国家，但即便英国过去是，那也没有给我们带来好处。,英国从来就不是一个自我保护的懦弱国家，但即使我们躲在后面，也没有好处。
物,转眼间东西环境依旧，可,我们也曾在荡舟在粼粼的水面从太阳升起直到黄昏，而今物是人非两茫茫伤心各自奔天涯。,我们也曾在荡舟在粼粼的水面从太阳升起直到黄昏，而今转眼间东西环境依旧，可是人却已变两茫茫伤心各自奔天涯。
非,却已变,我们也曾在荡舟在粼粼的水面从太阳升起直到黄昏，而今物是人非两茫茫伤心各自奔天涯。,我们也曾在荡舟在粼粼的水面从太阳升起直到黄昏，而今转眼间东西环境依旧，可是人却已变两茫茫伤心各自奔天涯。
是,做出,但是这些转变都需要长久的时间和一贯的政策才能得以确保，而阿根廷却因为在政界中风云突变而名声狼藉。,但做出这些改变需要时间和一贯的政策，而阿根廷却因为在政界中突然转变没有立场而名声狼藉。
转,改,但是这些转变都需要长久的时间和一贯的政策才能得以确保，而阿根廷却因为在政界中风云突变而名声狼藉。,但做出这些改变需要时间和一贯的政策，而阿根廷却因为在政界中突然转变没有立场而名声狼藉。
手轻脚,尽量不发出声响,他轻手轻脚把银子挖出来后，再把坑填好。,他手脚动作很轻尽量不发出声响把银子挖出来后，再把坑填好。
目前,现在，,将来我们可能有更多适合你的工作，但目前你可能需要另谋高就。,我们可能会有更多的工作要做，但现在，你可能会想再找份工作。
需要另谋高就,会想再找份工作,将来我们可能有更多适合你的工作，但目前你可能需要另谋高就。,我们可能会有更多的工作要做，但现在，你可能会想再找份工作。
苦口婆,恳切耐,然而，同声谴责也好，苦口婆心也罢，作为“当事人”的我实在质疑这些建议的成效。,然而，同声谴责也好，恳切耐心地再三劝告也罢，作为“当事人”的我实在质疑这些建议的成效。
好景不,没持续多,但是十九世纪末俾斯麦的德国也是和平崛起，但是却好景不长。,但是十九世纪末俾斯麦的德国也是和平崛起，但是却没持续多长时间。
知,满,请学会知足常乐，请将为了购买这些东西而花在挣钱上的时间用来做自己热爱的事情,学会满足于现状，然后利用你浪费掉的时间去赚钱买东西的时间做你喜欢做的事情
常乐,于现状,请学会知足常乐，请将为了购买这些东西而花在挣钱上的时间用来做自己热爱的事情,学会满足于现状，然后利用你浪费掉的时间去赚钱买东西的时间做你喜欢做的事情
请将为了购买这些东西而花在挣钱上,然后利用你浪费掉,请学会知足常乐，请将为了购买这些东西而花在挣钱上的时间用来做自己热爱的事情,学会满足于现状，然后利用你浪费掉的时间去赚钱买东西的时间做你喜欢做的事情
用来,去赚钱买东西的时间,请学会知足常乐，请将为了购买这些东西而花在挣钱上的时间用来做自己热爱的事情,学会满足于现状，然后利用你浪费掉的时间去赚钱买东西的时间做你喜欢做的事情
个服装,女人,那个服装整洁，身材苗条，亭亭玉立的女人则坐在他的床边，不时地抚摸他。,那女人整洁、苗条、挺直，坐在他的床旁，时常抚摸他。
身材,、,那个服装整洁，身材苗条，亭亭玉立的女人则坐在他的床边，不时地抚摸他。,那女人整洁、苗条、挺直，坐在他的床旁，时常抚摸他。
边,旁,那个服装整洁，身材苗条，亭亭玉立的女人则坐在他的床边，不时地抚摸他。,那女人整洁、苗条、挺直，坐在他的床旁，时常抚摸他。
地,常,那个服装整洁，身材苗条，亭亭玉立的女人则坐在他的床边，不时地抚摸他。,那女人整洁、苗条、挺直，坐在他的床旁，时常抚摸他。
非常催,很令,我哥哥给我讲了一个非常催人泪下的煽情故事，骗我借给他十块钱。,我哥哥给我讲了一个很令人感动的悲伤故事，骗我借给他十块钱。
泪下,感动,我哥哥给我讲了一个非常催人泪下的煽情故事，骗我借给他十块钱。,我哥哥给我讲了一个很令人感动的悲伤故事，骗我借给他十块钱。
煽情,悲伤,我哥哥给我讲了一个非常催人泪下的煽情故事，骗我借给他十块钱。,我哥哥给我讲了一个很令人感动的悲伤故事，骗我借给他十块钱。
之,当的社会,"经合发组织认为，国家在预防贪污腐败方面的作用如同贪污腐败现象本身一样复杂，而且要取得成功，就必须将相互关联的机制组合起来，其中包括纠正不正之风的具体预防方法和有效的执法系统（""道德问题管理系统""）。","经合发组织认为，国家在预防贪污腐败方面的作用如同贪污腐败现象本身一样复杂，而且要取得成功，就必须将相互关联的机制组合起来，其中包括纠正不正当的社会风气的具体预防方法和有效的执法系统（""道德问题管理系统""）。"
独善其,修,既要多多行善，又要独善其身，西方被这两股互相矛盾的冲动搅得一无所成。,既要多多行善，又要修身，西方被这两股互相矛盾的冲动搅得没有一点成就。
无所,点,既要多多行善，又要独善其身，西方被这两股互相矛盾的冲动搅得一无所成。,既要多多行善，又要修身，西方被这两股互相矛盾的冲动搅得没有一点成就。
鸣,下子做出,我相信你的计划会一鸣惊人的。,我相信你的计划会一下子做出惊人的成绩的。
不分青红皂白,武断蛮横,恐怖主义者不分青红皂白地杀害普通百姓。,恐怖主义者武断蛮横地杀害普通百姓。
躬屈膝,微,那是当然…我现在要见赛勒斯，好期望多些红脸，令人生厌的歉意和严重的卑躬屈膝…,那是当然…我现在要见赛勒斯，好期望多些红脸，令人生厌的歉意和严重的卑微…
开,真,让我们开诚布公地说吧：英国和法国对宽容和友爱有着一样的认同。,让我们真诚待人坦白无私地说吧：英国和法国对宽容和友爱有着一样的认同。
布公,待人坦白无私,让我们开诚布公地说吧：英国和法国对宽容和友爱有着一样的认同。,让我们真诚待人坦白无私地说吧：英国和法国对宽容和友爱有着一样的认同。
注意到,指出,福山注意到，要从早期的权利分担的公民社会发展到现代国家，并没有终南捷径可走。,但福山指出，从拥有权利的早期公民的主张到全面现代国家，没有一条捷径。
终南,一条,福山注意到，要从早期的权利分担的公民社会发展到现代国家，并没有终南捷径可走。,但福山指出，从拥有权利的早期公民的主张到全面现代国家，没有一条捷径。
熙熙攘攘的,都在忙着,礼拜后、查经前，大家熙熙攘攘的吃喝玩乐，说短论长。,礼拜后、查经前，大家都在忙着吃喝享乐，闲聊。
玩,享,礼拜后、查经前，大家熙熙攘攘的吃喝玩乐，说短论长。,礼拜后、查经前，大家都在忙着吃喝享乐，闲聊。
姓甚,的,可是即使以你这样的机灵，我看你还是猜不出你那位爱人姓甚名谁。,可是即使以你这样的机灵，我看你还是猜不出你那位爱人的名字。
谁,字,可是即使以你这样的机灵，我看你还是猜不出你那位爱人姓甚名谁。,可是即使以你这样的机灵，我看你还是猜不出你那位爱人的名字。
轻重,颠,重要的是不要把事情轻重倒置。,重要的是不要把事情颠倒了。
置,了,重要的是不要把事情轻重倒置。,重要的是不要把事情颠倒了。
忧患,历许多苦难,眼因流多泪水而愈益清明，心因饱经忧患而愈益温厚。,眼因流多泪水而愈益清明，心因经历许多苦难而愈益温厚。
可谓攻无不克而这种理念在当今社会仍然,是,此阵在那个时期那个年代可谓攻无不克，而这种理念在当今社会仍然不可战胜。,此阵在那个时期那个年代是不可战胜的，这个想法今天也是不可战胜的。
落,忘,我把手表落在家里了，没有了手表感觉魂不守舍。,我把手表忘在家里了，没有它我就会迷了路。
手表感觉魂不守舍,路,我把手表落在家里了，没有了手表感觉魂不守舍。,我把手表忘在家里了，没有它我就会迷了路。
但,然而，,但这种平铺直叙提出的保留比所想象的要少。,"然而，这种纯粹""叙事""提出保留的情况比想象的要罕见得多。"
平铺直,"纯粹""",但这种平铺直叙提出的保留比所想象的要少。,"然而，这种纯粹""叙事""提出保留的情况比想象的要罕见得多。"
少,罕见得多,但这种平铺直叙提出的保留比所想象的要少。,"然而，这种纯粹""叙事""提出保留的情况比想象的要罕见得多。"
人,关于拯救生,我们没有别的选择了，这是人命关天的事，不是个人仇恨的问题。,我们在这里已经没有选择了，这只是关于拯救生命，而不是纵容仇恨。
个人,纵容,我们没有别的选择了，这是人命关天的事，不是个人仇恨的问题。,我们在这里已经没有选择了，这只是关于拯救生命，而不是纵容仇恨。
送秋波,中传情,是我脑子进水?还是我弟弟的前女友在对我暗送秋波?,是我脑子进水?还是我弟弟的前女友在对我暗中传情?
那种规规矩矩正正经经,有序,我放弃了那种规规矩矩、正正经经、有目标的生活。,我放弃了有序、有目的、正经的生活。
标,的、正经,我放弃了那种规规矩矩、正正经经、有目标的生活。,我放弃了有序、有目的、正经的生活。
索,落,勃克·穆利根干净利索地揩完剃胡刀。,勃克·穆利根利落地揩完剃胡刀。
如此,是这样,一些固执者甚至运用中学所学的数学知识来进行验证，结果果然如此。,一些固执者甚至运用中学所学的数学知识来进行验证，结果果然是这样。
半,不完全,这些话也许半真半假，但却是他对母亲说过的最动听的话。,这些话也许不完全真实，但却是他对母亲说过的最动听的话。
半假,实,这些话也许半真半假，但却是他对母亲说过的最动听的话。,这些话也许不完全真实，但却是他对母亲说过的最动听的话。
发表,作出,发表声明没有错，但现在是采取行动的时候，是我们用行动证明我们言而有信的时候。,作出声明是好的，但现在是采取行动的时候了，以便我们表明我们是讲诚信的。
没有错,是好的,发表声明没有错，但现在是采取行动的时候，是我们用行动证明我们言而有信的时候。,作出声明是好的，但现在是采取行动的时候了，以便我们表明我们是讲诚信的。
是,以便,发表声明没有错，但现在是采取行动的时候，是我们用行动证明我们言而有信的时候。,作出声明是好的，但现在是采取行动的时候了，以便我们表明我们是讲诚信的。
言而有,是讲诚,发表声明没有错，但现在是采取行动的时候，是我们用行动证明我们言而有信的时候。,作出声明是好的，但现在是采取行动的时候了，以便我们表明我们是讲诚信的。
大逆不,违反,你敢对我动手!那叫大逆不道。,你敢对我动手!那叫违反道德。
一门,专,他一门心思地想着这个问题，想到她既没来和他见面，也没写信给他，使他心中痛楚遽增。,他专心地想着这个问题，想到她既没来和他见面，也没写信给他，使他心中痛楚遽增。
中到处可见种种用心良苦,充满了善意,确实，在联合国过去30年的历史中到处可见种种用心良苦的倡议，不幸的是其中有许多从未完成从理论到切实执行的过渡。,的确，联合国在过去30年中的历史充满了善意的主动行动，不幸的是，其中许多从未从理论过渡到实际执行。
倡议,主动行动,确实，在联合国过去30年的历史中到处可见种种用心良苦的倡议，不幸的是其中有许多从未完成从理论到切实执行的过渡。,的确，联合国在过去30年中的历史充满了善意的主动行动，不幸的是，其中许多从未从理论过渡到实际执行。
狂澜,回局面,至今，我们尚无法看到力挽狂澜的动作与有效的策略。,至今，我们尚无法看到挽回局面的动作与有效的策略。
畏缩,因害怕而,不要畏缩不前，走出去，大胆尝试。毕竟，生命的价值不就是如此吗？我也是这样想的。,不要因害怕而不前进，走出去，大胆尝试。毕竟，生命的价值不就是如此吗？我也是这样想的。
稽之谈,根据的说法,批评公司在最大化利益和缴税问题上所做的努力，完全是无稽之谈。,批评公司在最大化利益和缴税问题上所做的努力，完全是毫无根据的说法。
东张西望地,四处环顾,路通一到车站就东张西望地找火车。,路通一到车站就四处环顾找火车。
雪上,损害愈,你正困在一堆瓦砾下等待营救，这时雪上加霜，一小团泥巴状的东西从旁边的裂缝中慢慢流出来。,你正困在一堆瓦砾下等待营救，这时损害愈加严重，一小团泥巴状的东西从旁边的裂缝中慢慢流出来。
霜,严重,你正困在一堆瓦砾下等待营救，这时雪上加霜，一小团泥巴状的东西从旁边的裂缝中慢慢流出来。,你正困在一堆瓦砾下等待营救，这时损害愈加严重，一小团泥巴状的东西从旁边的裂缝中慢慢流出来。
贵,和荣誉都,富贵不能淫，贫贱不能移，威武不能屈。,财富和荣誉都不能腐蚀他；贫穷和谦卑都不能使他偏离原则，威胁和武力都不能使他屈服。
淫,腐蚀他；,富贵不能淫，贫贱不能移，威武不能屈。,财富和荣誉都不能腐蚀他；贫穷和谦卑都不能使他偏离原则，威胁和武力都不能使他屈服。
贱,穷和谦卑都,富贵不能淫，贫贱不能移，威武不能屈。,财富和荣誉都不能腐蚀他；贫穷和谦卑都不能使他偏离原则，威胁和武力都不能使他屈服。
移,使他偏离原则,富贵不能淫，贫贱不能移，威武不能屈。,财富和荣誉都不能腐蚀他；贫穷和谦卑都不能使他偏离原则，威胁和武力都不能使他屈服。
江湖,手,《卫报》的副编辑迈克·怀特是记者中的老江湖了，据他说该报纸生来就“人格分裂”。,《卫报》的副编辑迈克·怀特是记者中的老手了，据他说该报纸生来就有多重人格。
逸豫,感觉上快乐,夫因循苟且，逸豫（安乐）而无为，可以侥幸一时，而不可以旷日持久。,丈夫和你在一起会造成拖延，感觉上快乐（幸福）但没有作为，你可以躲过一段时间，不能长久下去。
安乐,幸福,夫因循苟且，逸豫（安乐）而无为，可以侥幸一时，而不可以旷日持久。,丈夫和你在一起会造成拖延，感觉上快乐（幸福）但没有作为，你可以躲过一段时间，不能长久下去。
而无,但没有作,夫因循苟且，逸豫（安乐）而无为，可以侥幸一时，而不可以旷日持久。,丈夫和你在一起会造成拖延，感觉上快乐（幸福）但没有作为，你可以躲过一段时间，不能长久下去。
侥幸,躲过,夫因循苟且，逸豫（安乐）而无为，可以侥幸一时，而不可以旷日持久。,丈夫和你在一起会造成拖延，感觉上快乐（幸福）但没有作为，你可以躲过一段时间，不能长久下去。
