idiom,explanation,original_sentence,original_paraphrase
废寝忘食,顾不得睡觉,以后的一星期，听说三毛回家了，近邻都来探看，只见院门深锁，窗帘紧闭，叫人不应，都以为这三毛跑城里疯去了，怎会想到，此人正在小房间里坐拥新书城，废寝忘食，狂啃精神粮食，已不知今夕是何年了。,以后的一星期，听说三毛回家了，近邻都来探看，只见院门深锁，窗帘紧闭，叫人不应，都以为这三毛跑城里疯去了，怎会想到，此人正在小房间里坐拥新书城，顾不得睡觉，狂啃精神粮食，已不知今夕是何年了。
兴风作浪,干坏事,早说过，收了就是收了，不会再兴风作浪，君子一言，驷马难追，父母不相信女儿真有那么正，就硬是做给他们看看。,早说过，收了就是收了，不会再干坏事，君子一言，套上四匹马拉的车也难追上，父母不相信女儿真有那么正，就硬是做给他们看看。
心有余悸,危险的事情虽然过去了，回想起来还感到害怕,上次他步行回来，被村里造反派抓去斗了一把，现在见赖和尚等人来，还心有余悸，问：,上次他步行回来，被村里造反派抓去斗了一把，现在见赖和尚等人来，还危险的事情虽然过去了，回想起来还感到害怕，问：
无可名状,没法形容,我仿佛又突然置身在那座空旷的大厦里，我一在那儿，惊惶的感觉便无可名状的淹了上来，没有什么东西害我，可是那无边无际的惧怕，却是渗透到皮肤里，几乎彻骨。,我仿佛又突然置身在那座空旷的大厦里，我一在那儿，惊惶的感觉便没法形容的淹了上来，没有什么东西害我，可是那无边的惧怕，却是渗透到皮肤里，几乎彻骨。
魂牵梦萦,思念情切,我听了笑笑便上车了，眼睛越骑越湿，明明上一秒还在一起的，明明好好的做著夫妻，怎么一分手竟是魂牵梦萦起来。,我听了笑笑便上车了，眼睛越骑越湿，明明上一秒还在一起的，明明好好的做著夫妻，怎么一分手竟是思念情切起来。
浩如烟海,非常丰富,这门学问也确实不愧称为海，西方的，由苏格拉底起，东方的，由孔子起，还要加上各种宗教，著作浩如烟海。,这门学问也确实不愧称为海，西方的，由苏格拉底起，东方的，由孔子起，还要加上各种宗教，著作非常丰富。
声色犬马,纵欲淫乐,“文革”期间的村庄，我们马上就会把他们送入酒红灯绿、声色犬马的现代享乐,“文革”期间的村庄，我们马上就会把他们送入酒红灯绿、纵欲淫乐的现代享乐
金榜题名,科举得中,这种苦读求的是金榜题名，洞房花烛，说不定招为驸马那更锦上添花。,这种苦读求的是科举得中，结婚，说不定招为驸马那更再好不过了。
洞房花烛,结婚,这种苦读求的是金榜题名，洞房花烛，说不定招为驸马那更锦上添花。,这种苦读求的是科举得中，结婚，说不定招为驸马那更再好不过了。
锦上添花,再好不过了,这种苦读求的是金榜题名，洞房花烛，说不定招为驸马那更锦上添花。,这种苦读求的是科举得中，结婚，说不定招为驸马那更再好不过了。
出于无奈,实在没有办法而不得不这样,我出于无奈，勉强分给了邻居妇人两片止痛药。,我实在没有办法而不得不这样，勉强分给了邻居妇人两片止痛药。
道学先生,思想、作风特别迂腐的读书人,使我联想到一个故事∶两道学先生议论不合，各自诧真道学，而互诋为假,使我联想到一个故事∶两思想、作风特别迂腐的读书人议论不合，各自诧真道学，而互诋为假
落地生根,长期居住,实际上，异乡客敢吃、爱吃榴梿，的的确确是一桩值得炫耀的事儿，因为在南洋所流行的一句话是：“你若能吃榴梿，便能在这儿落地生根。”,实际上，异乡客敢吃、爱吃榴梿，的的确确是一桩值得炫耀的事儿，因为在南洋所流行的一句话是：“你若能吃榴梿，便能在这儿长期居住。”
一朝一夕,很短的时间,要赢得他们的信赖，不是一朝一夕的事。,要赢得他们的信赖，不是很短的时间的事。
背道而驰,反抗,他们感觉到蜡美人从沉湎日久的床铺上爬起来——这几乎又是一次伟大的死而复生的奇迹——他们都看到奇迹放出熠熠光辉，都想应该立即从床上跳起来，去分析奇迹的原因，庆贺奇迹的产生，但肉体与他们的精神再一次如此强烈地背道而驰——他们愈是想起床，身体贴得越紧，恨不得把对方塞进自己体内或是钻到对方体内。,他们感觉到蜡美人从沉湎日久的床铺上爬起来——这几乎又是一次伟大的死去了又活过来的奇迹——他们都看到奇迹放出熠熠光辉，都想应该立即从床上跳起来，去分析奇迹的原因，庆贺奇迹的产生，但肉体与他们的精神再一次如此强烈地反抗——他们愈是想起床，身体贴得越紧，恨不得把对方塞进自己体内或是钻到对方体内。
万全之策,极其周到的计谋、办法,一当把万全之策谋划出来，白嘉轩实施起来是迅猛而又果敢的。,一当把极其周到的计谋、办法谋划出来，白嘉轩实施起来是迅猛而又果敢的。
唇红齿白,人容貌秀美,虽说不唇红齿白，身材俏俊，到底年纪轻，当令当时，俗话说十七八岁的姑娘，再丑到底是一朵花。,虽说不人容貌秀美，身材俏俊，到底年纪轻，当令当时，俗话说十七八岁的姑娘，再丑到底是一朵花。
一掷千金,任意挥霍钱财,土佬儿，竟也肯为她一掷千金，也就十分难为他了．。,土佬儿，竟也肯为她任意挥霍钱财，也就十分难为他了．。
不能自已,激动,这个脾气使他不能自已的去多知多闻，对什么都感觉趣味；假若是他的才力所能及的，他便不舍昼夜去研究学习，他写字，他作诗，他学医，他翻译西洋文学名著，他考古……,这个脾气使他激动的去多知多闻，对什么都感觉趣味；假若是他的才可以做的，他便连夜去研究学习，他写字，他作诗，他学医，他翻译西洋文学名著，他考古……
力所能及,可以做,这个脾气使他不能自已的去多知多闻，对什么都感觉趣味；假若是他的才力所能及的，他便不舍昼夜去研究学习，他写字，他作诗，他学医，他翻译西洋文学名著，他考古……,这个脾气使他激动的去多知多闻，对什么都感觉趣味；假若是他的才可以做的，他便连夜去研究学习，他写字，他作诗，他学医，他翻译西洋文学名著，他考古……
郁郁不乐,心里苦闷,伙计见东家神气有点郁郁不乐，因此把话转到本地问题上来。,伙计见东家神气有点心里苦闷，因此把话转到本地问题上来。
五湖四海,全国各地,还有在七月广场上举行的吃肉大赛，吸引了五湖四海的食肉高手。,还有在七月广场上举行的吃肉大赛，吸引了全国各地的食肉高手。
炙手可热,权势大，使人不敢靠近,由于是全村人尝头肉，全村人一时在延津皆成了炙手可热的人物，成了一帮临时贵族。,由于是全村人尝头肉，全村人一时在延津皆成了权势大，使人不敢靠近的人物，成了一帮临时贵族。
卑鄙龌龊,品质恶劣，导心不正，言行肮脏,好好的富有灵性可以超脱物质与普遍的精神共化永生的生命，却被你糟蹋亵渎成了一种丑陋庸俗卑鄙龌龊的废物！,好好的富有灵性可以超脱物质与普遍的精神共化永生的生命，却被你糟蹋亵渎成了一种丑陋庸俗品质恶劣，导心不正，言行肮脏的废物！
惠而不费,给人好处，自己却无所损失,十年以来，我开这店全为维持店员五人的生活，非为自己图利，但亦惠而不费。,十年以来，我开这店全为维持店员五人的生活，非为自己图利，但亦给人好处，自己却无所损失。
如获至宝,对于所得到的东西非常珍视喜爱,州城方面得到这批材料，如获至宝，连夜交给了省纪委和省公检法部门组织的联合调查组，白石寨田有善一伙人的问题就被彻底揭出来了。,州城方面得到这批材料，对于所得到的东西非常珍视喜爱，连夜交给了省纪委和省公检法部门组织的联合调查组，白石寨田有善一伙人的问题就被彻底揭出来了。
全无心肝,不知羞耻,瘦鬼，既是在哭，一定不是全无心肝的人。,瘦鬼，既是在哭，一定不是不知羞耻的人。
荆棘丛生,前进道路阻碍很大，困难极多,我们都是笨人，我们弃去了康庄的大道不走，偏偏要寻到这一条荆棘丛生的死路上来。,我们都是笨人，我们弃去了康庄的大道不走，偏偏要寻到这一条前进道路阻碍很大，困难极多的死路上来。
物竞天择,能适应者生存下来,“物竞天择，适者生存”，原是千古不易的真理呵！,“能适应者生存下来，适者生存”，原是千古不易的真理呵！
汗牛充栋,藏书很多,现在，世界各国研究莎士比亚的书籍，可说是“汗牛充栋”了。,现在，世界各国研究莎士比亚的书籍，可说是“藏书很多”了。
心惊胆颤,十分害怕,本来，接连通过的那些巷道就已使她震惊不已，而没想到还有这么令人心惊胆颤的地方！,本来，接连通过的那些巷道就已使她震惊不已，而没想到还有这么令人十分害怕的地方！
洗心革面,彻底改正,我们从今天起，不能再让有一天白白过去，如果再敷敷衍衍，不洗心革面，真是不堪设想的。,我们从今天起，不能再让有一天白白过去，如果再敷敷衍衍，不彻底改正，真是无法想象的。
朝三暮四,反复变化,而且这规则是不像现在那样朝三暮四的。,而且这规则是不像现在那样反复变化的。
约定俗成,默认,常态是一种约定俗成的从众惯性，这种惯性既带来沟通的方便，又带来削足适履的痛苦。,常态是一种默认的从众惯性，这种惯性既带来沟通的方便，又带来不合理的迁就凑合的痛苦。
削足适履,不合理的迁就凑合,常态是一种约定俗成的从众惯性，这种惯性既带来沟通的方便，又带来削足适履的痛苦。,常态是一种默认的从众惯性，这种惯性既带来沟通的方便，又带来不合理的迁就凑合的痛苦。
普度众生,尽力救济他们以便登上彼岸,所谓献身所谓牺牲，所谓拯救世界、普度众生，自由民主博爱，还有什么‘奴隶创造了历史’，那不过是少数精英获取价值的方法和途径。,所谓献身所谓牺牲，所谓拯救世界、尽力救济他们以便登上彼岸，自由民主博爱，还有什么‘奴隶创造了历史’，那不过是少数精英获取价值的方法和途径。
大同小异,差不多,这些人大都是各村念过几年书的青年农民，照当时大同小异的流行调子，激昂慷慨地念一通，就下来了。,这些人大都是各村念过几年书的青年农民，照当时差不多的流行调子，精神振奋，情绪激昂，充满正气地念一通，就下来了。
望尘莫及,远远落在后面,和尚只是嗬嗬直笑，果然心身到了凡尘，竟说出更粗更野的话，使韩文举也望尘莫及！,和尚只是嗬嗬直笑，果然心身到了凡尘，竟说出更粗更野的话，使韩文举也远远落在后面！
虎头虎脑,健壮憨厚的样子,"""姑妈答应着，从东厢房里抱着天星到上房里来，刚刚满周岁的天星，长得虎头虎脑，个头儿像个两三岁的孩子，挣扎着要下地。",姑妈答应着，从东厢房里抱着天星到上房里来，刚刚满周岁的天星，长得健壮憨厚的样子，个头儿像个两三岁的孩子，挣扎着要下地。
权衡轻重,比较利害的大小,那就只能权衡轻重而取其一了：一般情况下天天惯性，特殊机遇中自我放纵。,那就只能比较利害的大小而取其一了：一般情况下天天惯性，特殊机遇中自我放纵。
魑魅魍魉,各样的坏人,它通过豪华的高级旅馆与那些魑魅魍魉的人物和阴暗凄惨的三等,它通过豪华的高级旅馆与那些各样的坏人的人物和阴暗凄惨的三等
息息相通,彼此的关系非常密切,但这一次彼此又捡起了，理清了早年息息相通的线索，这是一个愉快！,但这一次彼此又捡起了，理清了早年彼此的关系非常密切的线索，这是一个愉快！
浑浑沌沌,混杂、不分明的样子,“那恐怕为的是他那时自己也有点浑浑沌沌，——也还脆弱！,“那恐怕为的是他那时自己也有点混杂、不分明的样子，——也还脆弱！
林林总总,繁多,连绵起伏的，独立成峰的；峻峭挺拔的，妩媚妖娆的；云海缭绕的，眉清目秀的；严正肃穆的，轻灵跃动的；磅礴大气的，标致雅丽的；林林总总，看之不尽，说之不完。,高低起伏的，独立成峰的；峻峭挺拔的，妩媚妖娆的；云海缭绕的，秀丽的；严正肃穆的，轻灵跃动的；磅礴大气的，标致雅丽的；繁多，看之不尽，说之不完。
雷霆万钧,威力极大,在外滩夜间，在文化大革命的高潮期，上海女人美丽的愠怒仍然如雷霆万钧。,在外滩夜间，在文化大革命的高潮期，上海女人美丽的愠怒仍然如威力极大。
风声鹤唳,相互惊扰,在伦敦银行的投资部门工作了好几年后，碰上经济不景气，银行要裁员，风声鹤唳，人人自危。,在伦敦银行的投资部门工作了好几年后，碰上经济不景气，银行要裁员，相互惊扰，每个人都感到自己不安全，有危险。
捉襟见肘,无法顾及，穷于应付,别抱怨摆弄实际之真的所谓艺术总是捉襟见肘吧，那是必然。,别抱怨摆弄实际之真的所谓艺术总是无法顾及，穷于应付吧，那是必然。
束之高阁,放在一旁，不去管它,麦子种完，犁锄一挂，就到了白露；这时节，锄头也就要束之高阁了。,麦子种完，犁锄一挂，就到了白露；这时节，锄头也就要放在一旁，不去管它了。
楚楚可怜,女子娇弱的样子,古语说得好，“人要衣裳马要鞍”，阿河这一打扮，真有些楚楚可怜了。,古语说得好，“人要衣裳马要鞍”，阿河这一打扮，真有些女子娇弱的样子了。
张冠李戴,认错了对象，弄错了事实,当地许多人，为了阻拦人家告状，就转移视线，就张冠李戴，就无中生有，就败坏人家名声，说人家有作风问题。,当地许多人，为了阻拦人家告状，就转移视线，就认错了对象，弄错了事实，就瞎邹，就败坏人家名声，说人家有作风问题。
无中生有,瞎邹,当地许多人，为了阻拦人家告状，就转移视线，就张冠李戴，就无中生有，就败坏人家名声，说人家有作风问题。,当地许多人，为了阻拦人家告状，就转移视线，就认错了对象，弄错了事实，就瞎邹，就败坏人家名声，说人家有作风问题。
一命呜呼,死了,一命呜呼，此后就不再有痛苦；可是家里人还健在，不能不想到因无知而受骗吧？,死了，此后就不再有痛苦；可是家里人还健在，不能不想到因无知而受骗吧？
有言在先,事前打了招呼,“清廉啊，我有言在先，今天不讲话呀。”,“清廉啊，我事前打了招呼，今天不讲话呀。”
叠床架屋,重复累赘,常听人说“我们要明白事实的真相”，既说“事实”，又说“真相”，叠床架屋，正是强调的表现。,常听人说“我们要明白事实的真相”，既说“事实”，又说“真相”，重复累赘，正是强调的表现。
大材小用,人事安排上不恰当,赵辛楣鉴赏着口里吐出来的烟圈道：“大材小用，可惜可惜！,赵辛楣鉴赏着口里吐出来的烟圈道：“人事安排上不恰当，可惜可惜！
水性杨花,妇女作风轻浮,牡丹辩白说：“不，我不水性杨花。,牡丹辩白说：“不，我不妇女作风轻浮。
天翻地覆,突然,我做了不少的白日梦：我又有知心的朋友了，又可以心口如一，真心的笑了，而且，天翻地覆一个大变动，把过去的我深深埋葬，一个新生的我在光天化日之下有说有笑，——并且也有适宜于我的工作。,我做了不少的白日梦：我又有知心的朋友了，又可以心里想的和嘴上说的一样，真心的笑了，而且，突然一个大变动，把过去的我深深埋葬，一个新生的我在白天之下说笑，——并且也有适宜于我的工作。
鞭长莫及,力量达不到,形成近交而不远攻的局面，虽云目光如豆，却也由于鞭长莫及。,形成近交而不远攻的局面，虽云目光短，却也由于力量达不到。
王侯将相,位尊、禄厚、权重、势大的贵族,王侯将相早就没有种了，读书人到了这时候也没有种了；只要家里能够勉强供给一些，自己有些天分，又肯用功，就是个“读书种子”；去参加那些公开的考试，考中了就有官做，至少也落个绅士。,位尊、禄厚、权重、势大的贵族早就没有种了，读书人到了这时候也没有种了；只要家里能够勉强供给一些，自己有些天分，又肯用功，就是个“读书能手”；去参加那些公开的考试，考中了就有官做，至少也落个绅士。
玲珑剔透,结构新奇，精巧美观,太湖石，玲珑剔透，立在小小荷池边，池中粉荷赛美人。,太湖石，结构新奇，精巧美观，立在小小荷池边，池中粉荷赛美人。
从长计议,慢慢儿地多加商量,四爷道：“你别急呀，有话好说，我们从长计议。,四爷道：“你别急呀，有话好说，我们慢慢儿地多加商量。
绣花枕头,徒有外表而无学识才能的人,有的说，这个小青年真是“绣花枕头一包草”。,有的说，这个小青年真是“徒有外表而无学识才能的人一包草”。
闲言闲语,没有根据的话,高克明（烦躁）不要多听外面的闲言闲语，冯老太爷既然说明白了要她侍候太,高克明（烦躁）不要多听外面的没有根据的话，冯老太爷既然说明白了要她侍候太
闪烁其词,说话敷衍,他已经断定：大概李克是实在不知道慧的身世，却故意含胡闪烁其词作弄人的；可是一转念又推翻了这决定，不，这个“理性人”素来说话极有分寸，也不是强不知以为知的那类妄人，他的话是值得研究的。,他已经断定：大概李克是实在不知道慧的身世，却故意含胡说话敷衍作弄人的；可是一转念又推翻了这决定，不，这个“理性人”素来说话极有分寸，也不是强不知以为知的那类妄人，他的话是值得研究的。
体贴入微,对人照顾或关怀非常细心、周到,他们又在一起练功了，重新互相帮助，互相体贴入微，连一句重话都是亲昵的。,他们又在一起练功了，重新互相帮助，互相对人照顾或关怀非常细心、周到，连一句重话都是亲昵的。
嬉笑怒骂,任意描写、发挥都能成为很好的文章,一夜之间，她恢复了狗肉西施嬉笑怒骂的本色，相思钱丁时那迷人的温柔不知道飞到哪里去了。,一夜之间，她恢复了狗肉西施任意描写、发挥都能成为很好的文章的本色，相思钱丁时那迷人的温柔不知道飞到哪里去了。
闯荡江湖,奔走四方，在外谋生,我暗笑自己将成为靠卖艺闯荡江湖的流浪艺人。,我暗笑自己将成为靠卖艺奔走四方，在外谋生的流浪艺人。
晨钟暮鼓,可以使人警觉醒悟,在中原内地就不同了，山重水复、花草掩荫，岁月的迷宫会让最清醒的头脑胀得发昏，晨钟暮鼓的音响总是那样的诡秘和乖戾。,在中原内地就不同了，山峦重迭，水流盘曲、花草掩荫，岁月的迷宫会让最清醒的头脑胀得发昏，可以使人警觉醒悟的音响总是那样的诡秘和乖戾。
天府之国,土地肥沃、物产丰富的地方,也许向来是天府之国，衣食足而后知礼义，便特别讲究仪表，至今还留着些流风余韵罢？,也许向来是土地肥沃、物产丰富的地方，衣食足而后知礼义，便特别讲究仪表，至今还留着些韵事罢？
朝野上下,从中央到地方，从做官的到老百姓,“九千岁”的事情，最后由朝廷主子的自然更替解决，正当朝野上下齐向京城欢呼谢恩的时候，苏州人只把五位抗争时被杀的普通市民，立了墓碑，葬在虎丘山脚下，让他们安享山色和夕阳。,“九千岁”的事情，最后由朝廷主子的自然更替解决，正当从中央到地方，从做官的到老百姓齐向京城欢呼谢恩的时候，苏州人只把五位抗争时被杀的普通市民，立了墓碑，葬在虎丘山脚下，让他们安享山色和夕阳。
金枝玉叶,高贵的公子小姐,比朱耷小十几岁的原济也是明皇室后裔，用他自己的诗句来说，他与朱耷都是“金枝玉叶老遗民”。,比朱耷小十几岁的原济也是明皇室后裔，用他自己的诗句来说，他与朱耷都是“高贵的公子小姐老遗民”。
果然如此,确实这样,若是果然如此，我们便应警惕：是否我们太善于恋旧，因而容易保守呢?,若是确实这样，我们便应警惕：是否我们太善于恋旧，因而容易保守呢
就地取材,不依靠外力，充分发挥本单位的潜力,蒋星煜先生立即安慰道：“它不至于只会就地取材。”,蒋星煜先生立即安慰道：“它不至于只会不依靠外力，充分发挥本单位的潜力。”
油头粉面,打扮得妖艳粗俗,“既然指不出哪一个，看这几个被挑出来的，油头粉面，眼睛滚圆，跟女人似的，也不是好人。,“既然指不出哪一个，看这几个被挑出来的，打扮得妖艳粗俗，眼睛滚圆，跟女人似的，也不是好人。
红颜薄命,女子容貌美丽但遭遇不幸,沈红颜薄命，但在我的记忆里，来河边接儿子时，唇上仍打着口红。,沈女子容貌美丽但遭遇不幸，但在我的记忆里，来河边接儿子时，唇上仍打着口红。
刀斩乱麻,就将事情处理好了,况西堂（快刀斩乱麻，不等他再谈下去，就——）咱们不谈，不谈。,况西堂（做事果断，不拖拉，很快就将事情处理好了，不等他再谈下去，就——）咱们不谈，不谈。
借花献佛,拿别人的东西做人情,“哈哈，那就要看机会了，少不得借花献佛，多发几张请帖。”,“哈哈，那就要看机会了，少不得拿别人的东西做人情，多发几张请帖。”
贫嘴恶舌,话多而刻薄,祥子是乡下人，口齿没有城里人那么灵便；设若口齿灵利是出于天才，他天生来的不愿多说话，所以也不愿学着城里人的贫嘴恶舌。,祥子是乡下人，口齿没有城里人那么灵便；设若口齿灵利是出于天才，他天生来的不愿多说话，所以也不愿学着城里人的话多而刻薄。
不辞而别,默默离开,及至“小三儿”不辞而别，钱默吟被捕，生日没有过成，坟墓有被发掘的危险，最后，钱少爷在中秋节日死去，一件一件象毒箭似的射到他心中，他只好闭口无言了！,及至“小三儿”默默离开，钱默吟被捕，生日没有过成，坟墓有被发掘的危险，最后，钱少爷在中秋节日死去，一件一件象毒箭似的射到他心中，他只好闭住嘴巴不言语了！
一笔抹杀,轻率地把优点、成绩等全部否定,良心是古圣先贤给他制备好了的，可是他又不愿将一切新事新精神一笔抹杀。,良心是古代圣贤给他制备好了的，可是他又不愿将一切新事新精神轻率地把优点、成绩等全部否定。
弦外之音,在话里间接透露而没有明说的意思,这话用来形容未名湖畔的备斋，自然是贴切的，但是不是有什么弦外之音？,这话用来形容未名湖畔的备斋，自然是贴切的，但是不是有什么在话里间接透露而没有明说的意思？
浅尝辄止,不深入钻研,在学业上我坚信这样的经验——浅尝辄止，一事无成；锲而不舍，金石可断。,在学业上我坚信这样的经验——不深入钻研，没有成就；坚持不放弃，金石可断。
归根到底,总结说来,归根到底一句话：“勺勺客毕竟祖德太浅太薄嘛！”,总结说来一句话：“勺勺客毕竟祖德太浅太薄嘛！”
崭露头角,显示出才能,创作中又有一些青年同志崭露头角。,创作中又有一些青年同志显示出才能。
谈笑自如,从容,只有这样，她才能把心拴住，可是她也知道这样必定失去谈笑自如的劲儿，而使人看出她的心病。,只有这样，她才能把心拴住，可是她也知道这样必定失去从容的劲儿，而使人看出她的心病。
九泉之下,死后,我们处理这事，要为死去的人负责，应该表扬的村干部就该表扬，应该有典型的就树典型，这样也是一方面给广大人民群众鼓劲，一方面也让死者九泉之下瞑目。,我们处理这事，要为死去的人负责，应该表扬的村干部就该表扬，应该有典型的就树典型，这样也是一方面给广大人民群众鼓劲，一方面也让死者死后瞑目。
诲人不倦,耐心,老院长不但在学识上、经验上是我们的导师，而且在态度上又是那么循循善诱，诲人不倦，慈祥如师，温和如友。,老院长不但在学识上、经验上是我们的导师，而且在态度上又是那么善于有步骤地进行引导，耐心，慈祥如师，温和如友。
游移不定,犹豫,学生的眼睛像两个跳出来的音符，在他面前游移不定。,学生的眼睛像两个跳出来的音符，在他面前犹豫。
人事不省,昏迷,陈林月剥葱的手就哆嗦了一下，我连忙问怎么人事不省了？,陈林月剥葱的手就哆嗦了一下，我连忙问怎么昏迷了？
流言蜚语,绯文,堤上聚堆而坐的五个人，是这小小马桑镇上的风云人物，除了三斜以他的好吃懒做喜造流言蜚语被全镇人另眼相看外，其余四人则都凭着一技之长或一得之便在最近两三年里先后领证办起了商业和饮食服务业，从此，马桑镇有了有史以来的第一个“商业中心”，这个中心为小镇单调枯燥的生活增添了不少乐趣和谈话资料。,堤上聚堆而坐的五个人，是这小小马桑镇上的有名的人物，除了三斜以他的偷懒喜造绯文被全镇人用不一样的眼光看待外，其余四人则都凭着专长或一得之便在最近两三年里先后领证办起了商业和饮食服务业，从此，马桑镇有了有史以来的第一个“商业中心”，这个中心为小镇单调枯燥的生活增添了不少乐趣和谈话资料。
钢筋铁骨,身体健壮有力,然而你就是钢筋铁骨，还不是“荒塚一堆草没了”？,然而你就是身体健壮有力，还不是“荒塚一堆草没了”？
同日而语,一起讨论,又扯到老舍先生，朋友认为老舍备受推崇的几部书如《四世同堂》之类，“水”得很，因老舍在沦陷后的北平待了并没几天，他的最伟大的著作是仅写了开头八万字的《正红旗下》，此书若成，亦不是可以什么同日而语的。,又扯到老舍先生，朋友认为老舍备受推崇的几部书如《四世同堂》之类，“水”得很，因老舍在沦陷后的北平待了并没几天，他的最伟大的著作是仅写了开头八万字的《正红旗下》，此书若成，亦不是可以什么一起讨论的。
作恶多端,做了坏事,凡是恶人作恶多端以后会到地狱去，毛弟以为这鸡也正是下地狱的。,凡是恶人做了坏事以后会到地狱去，毛弟以为这鸡也正是下地狱的。
无计可施,没有办法,（给我的感觉是：舞台设计者无计可施，那排树是对时间的强行说明。,（给我的感觉是：舞台设计者没有办法，那排树是对时间的强行说明。
呜呼哀哉,死去,一国里要有这么四万万出窝老，这个老国便越来越老，直到老得爬也爬不动，便一声不出的呜呼哀哉了！,一国里要有这么四万万出窝老，这个老国便越来越老，直到老得爬也爬不动，便一声不出的死去了！
事不宜迟,立刻,"事不宜迟，就到前院问姑妈；""咱过年的东西还缺什么？","立刻，就到前院问姑妈；""咱过年的东西还缺什么？"
守身如玉,爱护自己的名节,回家后始将婉语告其兄，并谓自己倒不因此而生疑，理由是民治在上海读书，并无涉足花柳丛中，而且，这郭琴仙不是半开门，守身如玉（这是梅生也相信的）；最后，民治、琴仙双方绝对不会发生做夫妻的妄想，因为门第等等，太悬殊了。,回家后始将婉语告其兄，并谓自己倒不因此而生疑，理由是民治在上海读书，并无涉足花柳丛中，而且，这郭琴仙不是半开门，爱护自己的名节（这是梅生也相信的）；最后，民治、琴仙双方绝对不会发生做夫妻的妄想，因为门第等等，太悬殊了。
源远流长,历史悠久,——在任何一个源远流长的家族的历史上，都有一些类似神话的重大事件，由于这些事件对家族的命运影响巨大，传到后来，就必然蒙上神秘的色彩。,——在任何一个历史悠久的家族的历史上，都有一些类似神话的重大事件，由于这些事件对家族的命运影响巨大，传到后来，就必然蒙上神秘的色彩。
不堪一击,很脆弱,"""玉儿回来当笑话说给韩子奇听，说天主教的信仰不堪一击，还把这事儿记在她的小本子上。","""玉儿回来当笑话说给韩子奇听，说天主教的信仰很脆弱，还把这事儿记在她的小本子上。"
衣不蔽体,狼狈,一个月过去了，大家都开始为第三位年轻人的安危担心，他却一步一蹭，衣不蔽体地回来了。,一个月过去了，大家都开始为第三位年轻人的安危担心，他却一步一蹭，狼狈地回来了。
含苞欲放,花将开而未开,那是一枝鲜活的、含苞欲放的玫瑰，很深的红色，抵得上我手中这束花的一半价钱。,那是一枝鲜活的、花将开而未开的玫瑰，很深的红色，抵得上我手中这束花的一半价钱。
闻风而至,跟着到来,不管办个“三天”，还是“满月”，丁主任必定闻风而至，他来到，事情就得由他办。,不管办个“三天”，还是“满月”，丁主任必定跟着到来，他来到，事情就得由他办。
硕果仅存,经过淘汰，留下来的稀少可贵,我还在继续想着几大文明衰落的问题，以及这个问题的另一面，即中华文明何以硕果仅存、延绵未衰的原因。,我还在继续想着几大文明衰落的问题，以及这个问题的另一面，即中华文明何以经过淘汰，留下来的稀少可贵、延绵未衰的原因。
穿凿附会,把讲不通的或不相干的道理、事情硬扯在一起进行解释,比如唐立庵先生有一次在办公室当着一些讲师助教，就评论过两位教授，说一个“集穿凿附会之大成”、一个“集罗唆之大成”。,比如唐立庵先生有一次在办公室当着一些讲师助教，就评论过两位教授，说一个“集把讲不通的或不相干的道理、事情硬扯在一起进行解释之大成”、一个“集罗唆之大成”。
束手就擒,被捉住,他现在窝着一肚子火气赶回家来，不想如此束手就擒。,他现在窝着一肚子火气赶回家来，不想如此被捉住。
器宇轩昂,精力很充沛，风度不凡,“此人器宇轩昂，能眉飞色舞，决不是等闲之辈！”,“此人精力很充沛，风度不凡，能一直说，决不是一般人！”
眉飞色舞,一直说,“此人器宇轩昂，能眉飞色舞，决不是等闲之辈！”,“此人精力很充沛，风度不凡，能一直说，决不是一般人！”
等闲之辈,一般人,“此人器宇轩昂，能眉飞色舞，决不是等闲之辈！”,“此人精力很充沛，风度不凡，能一直说，决不是一般人！”
画地为牢,自我拘束,尧舜时期，是代天教民，凿井而饮，人人怕罪，画地为牢，虽被处罚，还是知足感恩，不知使心，以意为人，思衣衣至，思食食来，自助助人，人见人乐，是揖让时代的夏季。,尧舜时期，是代天教民，凿井而饮，人人怕罪，自我拘束，虽被处罚，还是知足感恩，不知使心，以意为人，思衣衣至，思食食来，自助助人，人见人乐，是揖让时代的夏季。
出言不逊,说话粗暴无礼,当然，如果普通病人的家属丧失理智对他如此出言不逊，他会立刻拂袖而去。,当然，如果普通病人的家属丧失理智对他如此说话粗暴无礼，他会立刻离开。
拂袖而去,离开,当然，如果普通病人的家属丧失理智对他如此出言不逊，他会立刻拂袖而去。,当然，如果普通病人的家属丧失理智对他如此说话粗暴无礼，他会立刻离开。
如坐针毡,非常焦急,姑妈眼瞅着她精心炮制的杰作迟迟不得展示，如坐针毡。,姑妈眼瞅着她精心炮制的杰作迟迟不得展示，非常焦急。
急如律令,迫,同仁医院的大门前，救护车、吉普车、小汽车和蒙着塑料布的平板三轮车，以及戴着草帽的、打着伞的人，都急急如律令，奔向这救死扶伤的场所。,同仁医院的大门前，救护车、吉普车、小汽车和蒙着塑料布的平板三轮车，以及戴着草帽的、打着伞的人，都很急迫，奔向这救人的场所。
劳而无功,浪费时间,假若我们因为改造而失掉这永远不当弃舍的东西，我们的改造就只虚有其表，劳而无功。,假若我们因为改造而失掉这永远不当弃舍的东西，我们的改造就只有表面，浪费时间。
