idiom,explanation,original_sentence,original_paraphrase
罄竹难书,多的写不完,占领国以色列继续对包括耶路撒冷在内的被占领巴勒斯坦领土上的巴勒斯坦人民犯下战争罪行、国际恐怖主义行为以及其他罄竹难书的暴行。,占领国以色列继续对包括耶路撒冷在内的被占领巴勒斯坦领土上的巴勒斯坦人民犯下战争罪行、国际恐怖主义行为以及其他多的写不完的暴行。
毫无二致,完全一样,里根刚上台时的做法跟执政初期的卡特毫无二致。,里根刚上台时的做法跟执政初期的卡特完全一样。
处于劣势,落后,我们在竞争中处于劣势。他们相似的产品已经上市一段时间了。我们怎样使我们的产品在市场突飞猛进？,我们在竞争中落后。他们相似的产品已经上市一段时间了。我们怎样使我们的产品在市场飞快发展？
战无不胜,变得强大,是挫折使骨头坚如燧石；是挫折使软骨变成肌肉；是挫折使人战无不胜。,是挫折使骨头坚如燧石；是挫折使软骨变成肌肉；是挫折使人变得强大。
针锋相对,尖锐,你们的英雄面对攻击，还以针锋相对的回击，面对挑衅，用事实回应。,你们的英雄面对攻击，还以尖锐的回击，面对挑衅，用事实回应。
历历可数,非常清楚,城头女墙的倒影映在水中，在水底蓝天的衬托下，历历可数；杨柳依依的岸边，石拱桥高出树顶，宛如飞过天边的一道长虹,城头女墙的倒影映在水中，在水底蓝天的衬托下，非常清楚；很多杨柳的岸边，石拱桥高出树顶，宛如飞过天边的一道长虹
泥沙俱下,混杂的,单纯的低级的母爱，是泥沙俱下糟泊与精华并存的原始状态。,单纯的低级的母爱，是混杂的糟粕与精华并存的原始状态。
激昂慷慨,振奋,她离开他走了。她那举动的激昂慷慨、精神抖擞，她那面容的崇高美丽，使他有点儿迷惘了,她离开他走了。她那举动的振奋、精神饱满，她那面容的崇高美丽，使他有点儿迷惘了。
莫可名状,无法描述,这是一种莫可名状的感情。,这是一种无法描述的感情。
害怕流露,不敢表达,她害怕流露真情实感，所以做出引人瞩目的举动，提醒或激怒父母。,她不敢表达真实的感觉，因此她采取了引起父母警觉和愤怒的行为。
所以做出,因此她采取了,她害怕流露真情实感，所以做出引人瞩目的举动，提醒或激怒父母。,她不敢表达真实的感觉，因此她采取了引起父母警觉和愤怒的行为。
醉生梦死,糊涂,事隔几十年后，回顾那些年头醉生梦死的状况，着实使我惊愕不已。,事隔几十年后，回顾那些年头糊涂的状况，着实使我惊愕不已。
非趋炎附,不是,使用这些字样的动机是庄严肃穆而非趋炎附势。,这些字样背后的动机是严厉的，而不是势利的。
天造地设,非常契合,那时我们还不知道她有多好也还没体会出来你们两个是天造地设的一对。,那时我们还不知道她有多好也还没体会出来你们两个是非常契合的一对。
大步流星,很快,美元跌势在秋天有所加剧，因为在朝向复苏迈进的过程中美国似乎是一瘸一拐，而其他国家已是大步流星了。,美元跌势在秋天有所加剧，因为在朝向复苏迈进的过程中美国似乎是一瘸一拐，而其他国家已是很快了。
盛况空前,非常热闹,我满意地注意到参与上星期一的高级别活动盛况空前。,我满意地注意到参与上星期一的高级别活动非常热闹。
水落石出,真相显露,我在等着事情水落石出。,我在等着事情真相显露。
匪夷所思,令人费解的事情,我不是在搞什么匪夷所思。我只是想当个好邻居。,我不是在搞什么令人费解的事情。我只是想当个好邻居。
导致青少,助长未成,目前正在努力采取措施，消除导致青少年犯罪和自暴自弃的原因和条件，同时检察、必要时关闭在儿童的机构所处地区以及在用作儿童休闲娱乐的设施附近供应烟酒产品的食品店和其他商业销售点。,目前正在努力执行措施，消除助长未成年人犯罪和抛弃未成年人的根源和条件，并在儿童机构所在地区和儿童休闲娱乐设施附近视察并在必要时关闭食品店和其他净化酒精饮料和烟草制品的商业渠道。
星罗棋布,很多,广袤无垠的大草原上，湖泊星罗棋布，看上去就像是草海里的一颗颗珍珠。,广袤无垠的大草原上，湖泊很多，看上去就像是草海里的一颗颗珍珠。
四通八达,都向各个方向延伸,区内的乡镇公路密如蛛网，水泥路、沥青路通到每个村庄，风雨无阻，四通八达。,乡道等地区公路密如蛛网、水泥路、沥青路，通向每个村庄，不论下雨与否，都向各个方向延伸。
东跑西颠,到处奔波,买东西总免不了东跑西颠。,买东西总免不了到处奔波。
不通人情,冷漠,如此我若不收下，倒显出我的不通人情、拒人千里了。,如此我若不收下，倒显出我的冷漠、傲慢了。
拒人千里,傲慢,如此我若不收下，倒显出我的不通人情、拒人千里了。,如此我若不收下，倒显出我的冷漠、傲慢了。
为人师表,做学习的榜样,第八条教师应当履行下列义务：遵守宪法、法律和职业道德，为人师表；,第八条教师应当履行下列义务：遵守宪法、法律和职业道德，做学习的榜样；
天兵天将,神仙,西游记故事：跳出八卦炉跳出八卦炉孙猴大闹天宫，玉皇大帝降旨严惩，无奈天兵天将都对付不了他。,西游记故事：跳出八卦炉跳出八卦炉孙猴大闹天宫，玉皇大帝降旨严惩，无奈神仙都对付不了他。
严丝合缝,没有一点漏洞,这些政策严丝合缝地与欧洲联盟青年事务的优先事项相衔接。,这些政策没有一点漏洞地与欧洲联盟青年事务的优先事项相衔接。
江河日下,开始衰落,尽管工作阶级的职业和就业前景在盎格鲁文化圈江河日下，但就世界而言，工作阶级在不断扩大，而这些精英的行为好像阶级已成往事似的。,尽管工作阶级的职业和就业前景在盎格鲁文化圈开始衰落，但就世界而言，工作阶级在不断扩大，而这些精英的行为好像阶级已成往事似的。
乌合之众,团伙,首都街头的乌合之众开始掠夺芳醇的酒库。,首都街头的团伙开始掠夺芳醇的酒库。
鸡犬升天,得势,另一方面，当一个人扶摇直上，其他人也随之鸡犬升天，正如薄熙来大权在握的时候其妻子以及许多亲戚都生意兴隆那样。,另一方面，当一个人地位、名声、价值等迅速往上升，其他人也随之得势，正如薄熙来手中掌握有很大权力的时候其妻子以及许多亲戚都生意兴隆那样。
淡而无味,没有意思,现在高泡沫啤酒已经淡而无味，跟他们的友谊也一样淡而无味了。,现在高泡沫啤酒已经没有味道，跟他们的友谊也一样没有意思了。
威风凛凛,很有气势,马赛马拉依部落族人，黝黑的皮肤上鲜红的格子披肩随风飘扬，威风凛凛，令人惊叹。,马赛马拉依部落族人，黝黑的皮肤上鲜红的格子披肩随风飘扬，很有气势，令人惊叹。
纵不羁者,荡,放纵不羁者，堤垮岸崩，人民或为鱼鳖。,纵情放荡，河岸倒塌，人或为乌龟。
多愁多病,虚弱,而且您也明白，像您这样一个好心肠的人，还有很多比对一个像我这样多愁多病的女人报复更加高尚的事要干呢。,而且您也明白，像您这样一个好心肠的人，还有很多比对一个像我这样虚弱的女人报复更加高尚的事要干呢。
众志成城,团结一致,现在，我才真正体会到了“一方有难，八方支援；抗震救灾，众志成城。”,现在，我才真正体会到了“一方有难，大家支援；抗震救灾，团结一致。”
污泥浊水,肮脏,雷诺真的不应该将自己的名字陷入这样的污泥浊水中，然而，这就是你雇用布里亚托利的结果。,雷诺真的不应该将自己的名字陷入这样的肮脏中，然而，这就是你雇用布里亚托利的结果。
侧目而视,表示不满,尽管政客们对这种巨大的改革侧目而视，但只有通过这种改革才能带来必要的变化，对气候变化采取决定性的行动。,政治家们或许会对这种革命性的改革表示不满，但只有这种革命性的改革才能带来对气候变化采取果断行动所必需的变革。
决定性的,果断,尽管政客们对这种巨大的改革侧目而视，但只有通过这种改革才能带来必要的变化，对气候变化采取决定性的行动。,政治家们或许会对这种革命性的改革表示不满，但只有这种革命性的改革才能带来对气候变化采取果断行动所必需的变革。
半身不遂,一名偏瘫,被告人是一名的士司机，并曾对半身不遂的原告人作出一连串行为，包括拒载、拒绝帮助原告人登上的士及把她的轮椅放在车尾箱，以及当原告人在的士内的时候，向她讲出一些关于其残疾的无礼及冒犯说话。,被告是一名出租车司机，曾对一名偏瘫的原告人采取一系列行动，包括拒载、拒绝帮助原告人登上的士及把她的轮椅放在车尾箱，以及当原告人在的士内的时候，向她讲出一些关于其残疾的无礼及冒犯说话。
包罗万有,内容丰富,虽然各国似乎不可能商定一个包罗万有的统一结构以供在国际公约和协定方面进行全球治理，但必须进一步研究，而各国之间也应展开互动，以了解如何能进一步加强各公约之间的协调与合作。,虽然各国似乎不可能商定一个内容丰富的统一结构以供在国际公约和协定方面进行全球治理，但必须进一步研究，而各国之间也应展开互动，以了解如何能进一步加强各公约之间的协调与合作。
顾全大局,从整体的利益着想,她极有治家才能和责任感，顾全大局，精明敏捷。,她极有治家才能和责任感，从整体的利益着想，精明敏捷。
维妙维肖,非常逼真,他模仿所有有名的政治家达到维妙维肖的地步。,他模仿所有有名的政治家达到非常逼真的地步。
精打细算,小心,我必须得清洗、回收空罐头，精打细算的使用每一滴汽油。,我必须得清洗、回收空罐头，小心的使用每一滴汽油。
不可限量,无法估计,随着我国逐渐步入老龄化社会，中国的老年旅游市场具有不可限量的开发潜力。,随着我国逐渐步入老龄化社会，中国的老年旅游市场具有无法估计的开发潜力。
挖空心思,想尽一切办法,反之，它挖空心思，使用各种手段隐藏这种劫持罪行。,反之，它想尽一切办法，使用各种手段隐藏这种劫持罪行。
时时需涉,常常把腿埋在,大雨倾盆，因而士兵们时时需涉水而行。,雨下得很大，以致士兵们常常把腿埋在水中。
人有说有,个谈,两人有说有笑，仿佛世界上没有夫妇反目这一会事。,他们两个谈笑起来，好像没有夫妻争吵似的。
池鱼之殃,牵连,2007年联合国气候变化巴厘会议受到政府间气候变化专门委员会第四次评估报告的影响，并且当时还感受到迫切需要就气候变化采取行动，但在举行波兹南会议时，又正好发生金融危机，经济开始滑坡，大家担忧就气候问题采取的行动可能会遭到池鱼之殃。,2007年联合国气候变化巴厘会议受到政府间气候变化专门委员会第四次评估报告的影响，并且当时还感受到迫切需要就气候变化采取行动，但在举行波兹南会议时，又正好发生金融危机，经济开始滑坡，大家担忧就气候问题采取的行动可能会受到牵连。
纲举目张,只有抓住了关键的环节,纲举目张，为人们指出了一条学习古代书法艺术的新途径。,只有抓住了关键的环节，一切才会到位，从而指出了学习古代书法艺术的新方法。
无所不能,都可以,我是一个多才多艺的女孩，吹打弹唱无所不能，琴棋书画无所不会，诗词歌赋无所不通。,我是一个有很多才艺的女孩，吹打弹唱都可以，弹琴、下棋、书法、画画无所不会，诗词歌赋都精通。
三长两短,意外,孩子要有个三长两短，父母该怎么办呢?,孩子要有个意外，父母该怎么办呢?
欢蹦乱跳,健康活泼,想让她多安静会儿可办不到，她总是欢蹦乱跳的!,想让她多安静会儿可办不到，她总是健康活泼的!
望其项背,与之相比的,其大家风范，在哈佛无人可以望其项背。,我认为，他的气派在哈佛大学的无人可以与之相比的。
耳濡目染,无形的受影响,比如，你会一直看到多项式，所以你会耳濡目染的做起多项式的运算。,比如，你会一直看到多项式，所以你会无形的受影响的做起多项式的运算。
才貌双全,既漂亮又聪明,她才貌双全，我佩服得五体投地。,她既漂亮又聪明，我非常佩服。
莫衷一是,看法不同,各种食物选择孰优孰劣，莫衷一是。,各种食物选择孰优孰劣，看法不同。
欣欣向荣,繁盛,尽管贸易欣欣向荣，但迄今为止，中国在拉美地区的投资总额却没有看上去那么多。,尽管贸易繁盛，但迄今为止，中国在拉美地区的投资总额却没有看上去那么多。
轻描淡写,敷衍,相比之下，盖茨先生似乎决心轻描淡写，脱离他的观察和认真的语言选择，而选择颇具争议的边缘，这一定会是彻底的一个军团的公关人员。,相比之下，盖茨先生似乎决心敷衍，脱离他的观察和认真的语言选择，而选择颇具争议的边缘，这一定会是彻底的一个军团的公关人员。
黯然伤神,沮丧,体会你生活里的思绪，怦然一动，黯然伤神，凝眸浅笑，每一种都是动心的痕迹。,体会你生活里的思绪，怦然一动，沮丧，凝眸浅笑，每一种都是动心的痕迹。
荒淫无度,征逐酒色，生活糜烂,这个皇帝暴戾恣睢，荒淫无度。,这个皇帝暴戾恣睢，征逐酒色，生活糜烂。
出头之日,展现的机会,这些壁画还有出头之日吗?,这些壁画还有展现的机会吗?
喜不自胜,高兴,阔别10年了，我又要踏上去土耳其的旅途，真是叫人喜不自胜的事情!,阔别10年了，我又要踏上去土耳其的旅途，真是叫人高兴的事情!
七上八下,忐忑,我心里七上八下，坐也不安稳。,我心里忐忑，坐也不安稳。
自己热爱,你喜欢做,请学会知足常乐，请将为了购买这些东西而花在挣钱上的时间用来做自己热爱的事情,学会满足于现状，然后利用你浪费掉的时间去赚钱买东西的时间做你喜欢做的事情
饥肠辘辘,饿,在创造性领域有着很多种工作。那个“饥肠辘辘”的艺术家们的日志似乎已是过去的事了。,在创造性领域有着很多种工作。那个“饿”的艺术家们的日志似乎已是过去的事了。
虚无缥缈,一样模糊,花名册上还有那些当时已经绝望的青年男女，因为机会对他们而言已如鬼火虚无缥缈。,花名册上还有那些当时已经绝望的青年男女，因为机会对他们而言已如鬼火一样模糊。
社会发展,的主张,福山注意到，要从早期的权利分担的公民社会发展到现代国家，并没有终南捷径可走。,但福山指出，从拥有权利的早期公民的主张到全面现代国家，没有一条捷径。
说短论长,闲聊,礼拜后、查经前，大家熙熙攘攘的吃喝玩乐，说短论长。,礼拜后、查经前，大家都在忙着吃喝享乐，闲聊。
金石为开,克服困难,如同信念一样，耐心和勤奋，可以金石为开。,如同信念一样，耐心和勤奋，可以克服困难。
古稀之年,七十岁,这对一个在古稀之年才开始写作的人来说是相当了不起的。,这对一个在七十岁才开始写作的人来说是相当了不起的。
鬼迷心窍,疯狂,进一步，匹普“交上好运”后，已鬼迷心窍了，非要去当上等人。,进一步，匹普“交上好运”后，已疯狂了，非要去当上等人。
阳春白雪,高雅艺术,人们着意发掘并谱写成诗章的，不是崇高优美的阳春白雪，而是发生在身旁，卑微而平凡的事物。,人们着意发掘并谱写成诗章的，不是崇高优美的高雅艺术，而是发生在身旁，卑微而平凡的事物。
万应灵药,什么都能解决,这些泳装并不是什么万应灵药，但是它们却可以通过降低阻力提高成绩。,这些泳装并不是什么什么都能解决，但是它们却可以通过降低阻力提高成绩。
海纳百川,很多东西,倡导海纳百川的和谐包容型文化，努力建构有中国特色社会主义经济政治文化的全面协调发展。,倡导很多东西的和谐包容型文化，努力建构有中国特色社会主义经济政治文化的全面协调发展。
不落俗套,非常规,紫色:你喜欢出众，不落俗套，并且对时尚有着独到的见解。,紫色:你喜欢突出，非常规，并且对时尚有着独到的见解。
缄口不言,保持沉默,在国际社会继续缄口不言的同时，占领国以色列继续对被占巴勒斯坦领土，特别是加沙地带的巴勒斯坦人民发动野蛮的军事行动。,在国际社会继续保持沉默的同时，占领国以色列继续对被占巴勒斯坦领土，特别是加沙地带的巴勒斯坦人民发动野蛮的军事行动。
茶余饭后,空闲时,成为别人茶余饭后的笑料吗？,成为别人空闲时的笑料吗？
咬文嚼字,过分钻研词句,"来文人争论说，缔约国在谈及""临时""以及""过渡性""的含义时是咬文嚼字。","来文人争论说，缔约国在谈及""临时""以及""过渡性""的含义时是过分钻研词句。"
用行动证,表,发表声明没有错，但现在是采取行动的时候，是我们用行动证明我们言而有信的时候。,作出声明是好的，但现在是采取行动的时候了，以便我们表明我们是讲诚信的。
摇摇摆摆,不稳当,汤米獾是个很矮、满身鬃毛、胖得走起路来摇摇摆摆、脸上带个咧嘴笑容的人；他笑容满脸。,汤米獾是个很矮、满身鬃毛、胖得走起路来不稳当、脸上带个咧嘴笑容的人；他笑容满脸。
泰然自若,沉着镇定,一些家长爬到座位上用摄影机捕捉着有纪念意义的影像，他们的孩子身着黑衣，当毕业典礼鲜活地总结了他们过去4年的生活时，毕业生们泰然自若地憧憬着未来。,一些家长爬到座位上用摄影机捕捉着有纪念意义的影像，他们的孩子身着黑衣，当毕业典礼鲜活地总结了他们过去4年的生活时，毕业生们沉着镇定地憧憬着未来。
吉光片羽,艺术珍品,拉乌瑞席尔瓦是曾经在南欧和北非繁荣兴盛的森林残存的吉光片羽，那些森林在最近一次冰河期结束、局部气候变得温暖干燥时隐入了历史长河。,拉乌瑞席尔瓦是曾经在南欧和北非繁荣兴盛的森林残存的艺术珍品，那些森林在最近一次冰河期结束、局部气候变得温暖干燥时隐入了历史长河。
因循苟且,和你在一起会造成拖延,夫因循苟且，逸豫（安乐）而无为，可以侥幸一时，而不可以旷日持久。,丈夫和你在一起会造成拖延，感觉上快乐（幸福）但没有作为，你可以躲过一段时间，不能长久下去。
少见多怪,无知,你把自己称作少见多怪的乡下姑娘?,你把自己称作无知的乡下姑娘?
三脚两步,很快,三脚两步上楼梯去，只听得阿刘在背后冷笑。,很快上楼梯去，只听得阿刘在背后冷笑
比比皆是,很多,古代这种风格并不少见，舍生取义之人比比皆是。,古代这种风格并不少见，为了崇高的事业而牺牲的人很多。
死有余辜,罪恶很深,他出卖了我们，死有余辜，贝里克。,他出卖了我们，罪恶很深，贝里克。
倒背如流,非常熟悉,生活中，或许我们对工作内容倒背如流，以至于轻视了一些简单步骤的需要。,生活中，或许我们对工作内容非常熟悉，以至于轻视了一些简单步骤的需要。
举不胜举,很多,海地地震、俄罗斯森林大火、巴基斯坦洪水很不幸，这种例子举不胜举。,海地地震、俄罗斯森林大火、巴基斯坦洪水很不幸，这种例子很多。
更能相映,可以形,侧重色彩用于有装饰线的小房间或公寓，更能相映成趣。,应力颜色用于装饰线不时地铺在公寓里，可以形成一个很好的对比。
果不其然,的确,果不其然，受试者透过摇杆就可以准确复制他们所接受的力道。,的确，受试者透过摇杆就可以准确复制他们所接受的力道。
摩拳擦掌,很兴奋,听说去抓特务，一个个都摩拳擦掌。,听说去抓特务，一个个都很兴奋。
变幻莫测,神秘,娱乐中心露天广场的主入口自动扶梯和变幻莫测的巨型电子屏幕成为最醒目的标志。,娱乐中心露天广场的主入口自动扶梯和神秘的巨型电子屏幕成为最醒目的标志。
忠实伙伴,盟友,它们庞大的身躯与无穷的力量在许多方面都有用武之地。因而，它们便成为人类劳动和战斗的忠实伙伴。,它们的庞大体积和强大力量在许多方面得到利用，成为人在劳动和战争中的盟友。
捉襟见肘,顾及这个就失去那个，很难应付,经济上的捉襟见肘将敦促美国选择更加成熟的路线，把全球目标定位于国家利益。,经济上的顾及这个就失去那个，很难应付将敦促美国选择更加成熟的路线，把全球目标定位于国家利益。
柔肠寸断,特别伤心,就算我声嘶力竭的呼唤，就算我哭得柔肠寸断，你还是执意的放开了我的手。,即使我喊得自己声音沙哑，就算我哭得特别伤心，你还是坚持要放我的手。
同出一辙,差不多,一分钱一分货。中英文两种语言，虽然字形相差悬殊，但思想却往往很接近。例如一些日常生活中听到的成语，雷同的相当多。例如打铁趁热有其父必有其子患难见真情害人反害己岁月不留人眼不见，心不烦贼性难改差之毫厘，失之千里人算不如天算半斤八两小事聪明，大事胡涂英文中也有很多经典的成语，有的与中国成语同出一辙，相映成趣。,一分钱一分货。中英文两种语言，虽然字形相差悬殊，但思想却往往很接近。例如一些日常生活中听到的成语，雷同的相当多。例如打铁要趁热有什么样的父亲一定有什么样的儿子患难见真情害人反害己岁月不留人眼不见，心不烦贼性难改差之毫厘，失之千里人算不如天算半斤和八两小事聪明，大事胡涂英文中也有很多经典的成语，有的与中国成语差不多，互相衬托，很有趣。
一哄而起,群体行为,一是防止一哄而起，搞成了政绩工程和运动式推动；,一是防止群体行为，搞成了政绩工程和运动式推动；
孔武有力,强壮,"""使我孔武有力，教我学会战斗。""","""使我强壮，教我学会战斗。"""
一般见识,计较,我对我今天说的话表示歉意，请不要跟我一般见识了。,我对我今天说的话表示歉意，请不要跟我计较了。
韬光养晦,才能不外露,这件事让我想起了邓小平的一句名言，中国必须“韬光养晦，绝不当头”。,这件事让我想起了邓小平的一句名言，中国必须“才能不外露，绝不当头”。
阳奉阴违,在表面遵守而背地里不执行,更扰乱国际宁静的是，一些没有核武器的缔约国已经秘密地对该条约阳奉阴违了。,更扰乱国际宁静的是，没有核武器的缔约国已经秘密地对该条约在表面遵守而背地里不执行了。
因祸得福,变坏事为好事,根据《今日美国报》、凯瑟家庭基金会与哈佛公卫学院联合进行的最新民意调查，将近2/3的癌症幸存者与其家属认为患癌经验让他们因祸得福。,根据《今日美国报》、凯瑟家庭基金会与哈佛公卫学院联合进行的最新民意调查，将近2/3的癌症幸存者与其家属认为患癌经验让他们变坏事为好事。
大模大样,傲慢,不要大模大样走到任何地方。,不要傲慢走到任何地方。
原原本本,详细,他原原本本地复述了那段谈话。,他详细地复述了那段谈话。
花言巧语,虚伪好听的话,这个词组是在2008年俄格战争之后，由俄罗斯总统德米特里·梅德韦杰夫杜撰的，那时俄国的花言巧语真是到达了刺耳的水平。,这句话是2008年俄罗斯与格鲁吉亚发生战争后，俄罗斯总统德米特里杜撰的，那时俄国的虚伪好听的话真是到达了刺耳的水平。
事的虚张,意大造,我更倾向于相信那是传奇故事的虚张声势，那个健康的唐璜在疯狂地嘲笑某个不存在的神祗。,我倾向于相信传说中的故意大造声势，相信健康唐璜的狂笑激发出一个不存在的上帝。
尾大不掉,难以运作,如果取消该司的出版职能，将出版并入文件制作过程中侧重于内容的部门（翻译、编辑等），将使文件司尾大不掉，而且无益于文件的流通。,如果取消该司的出版职能，将出版并入文件制作过程中侧重于内容的部门（翻译、编辑等），将使文件司难以运作，而且无益于文件的流通。
光阴荏苒,随着时间的流逝,光阴荏苒，转瞬又是一年。,随着时间的流逝，一年很快就过去了。
天荒地老,永远,好像爱，会一直伴你到天荒地老然后，突然有一天曲终人散。,好像爱，会一直伴你到永远然后，突然有一天就散了。
自不待言,大家都明白,建造一座长达525公里的隔离墙，穿越西岸包括耶路撒冷，建成后总长度将超过731公里，最终再占用西岸面积的10.5％，其中的意图自不待言。,建造一座长达525公里的隔离墙，穿越西岸包括耶路撒冷，建成后总长度将超过731公里，最终再占用西岸面积的10.5％，其中的意图大家都明白。
不堪入目,粗俗,你看到的都是些不堪入目的东西。,你看到的都是些粗俗的东西。
欲罢不能,没法停止,避免形成倒逼机制、欲罢不能。,避免形成倒逼机制、没法停止。
徇私舞弊,有谋取个人利益不正当行为,第七十七条在招收学生工作中徇私舞弊的，由教育行政部门责令退回招收的人员，对直接负责的主管人员和其他直接责任人员，依法给予行政处分；构成犯罪的，依法追究刑事责任。,第七十七条在招收学生工作中有谋取个人利益不正当行为的，由教育行政部门责令退回招收的人员，对直接负责的主管人员和其他直接责任人员，依法给予行政处分；构成犯罪的，依法追究刑事责任。
低声下气,态度卑微,他对老板低声下气，另人作呕。,他对老板态度卑微，另人作呕。
我崇敬着,尊重,我崇敬着地球上一切美丽与珍贵的事物，感觉到自己有责任为全人类能拥有一个健康而富饶的家园尽心尽力。,尊重地球的美丽、地球的珍贵和责任感，尽我所能使它成为所有人健康和富裕的住所。
金碧辉煌,漂亮,采用传统木艺手工操作，呈现出的二龙戏珠藻井，秦淮风光刻画和金碧辉煌的百宝壁挂，极完美地体现了设计师的构想和要求。,采用传统木艺手工操作，呈现出的两条龙戏玩一颗宝珠藻井，秦淮风光刻画和漂亮的百宝壁挂，极完美地体现了设计师的构想和要求。
福无双至,幸运的事不会接连到来,这个世界真是福无双至、祸不单行。,这个世界真是幸运的事不会接连到来、不幸的事接连发生。
暮气沉沉,没有生机,欧盟让民众联想到的首先是暮气沉沉的官僚作风和技术官员主导的冰冷理性。,欧盟让民众联想到的首先是没有生机的官僚作风和技术官员主导的冰冷理性。
逢凶化吉,平安度过这些危险,此后，我和家人虽然遇到许多凶险的情况，但每一次师父都帮我们逢凶化吉。,从那以后，尽管我和家人遇到了很多危险的情况，每次主人都帮助我们平安度过这些危险。
匠心独运,很有创造性,装系列均以优质奥地利水晶雕琢而成。每款高72毫米的邮筒与其精巧别致的同款迷你邮筒，凑成一双一对，匠心独运，物超所值。每套售价$288。,装系列均以优质奥地利水晶雕琢而成。每款高72毫米的邮筒与其精巧别致的同款迷你邮筒，凑成一双一对，很有创造性，实惠。每套售价$288。
物超所值,实惠,装系列均以优质奥地利水晶雕琢而成。每款高72毫米的邮筒与其精巧别致的同款迷你邮筒，凑成一双一对，匠心独运，物超所值。每套售价$288。,装系列均以优质奥地利水晶雕琢而成。每款高72毫米的邮筒与其精巧别致的同款迷你邮筒，凑成一双一对，很有创造性，实惠。每套售价$288。
坐冷板凳,等待这么久,你要是不想让你的客户坐冷板凳，你应该让他们去找另一个设计师。,为了不让你的客户等待这么久，你应该把他们介绍给另一位设计师。
漫不经心,悠闲,这个漫不经心的笨牛手拿一把锄头，铲掉了一切绿的东西，弄得寸草不生，还说这样才太平。,这个悠闲的笨牛手拿一把锄头，铲掉了一切绿的东西，弄得土地非常荒凉，还说这样才太平。
寸草不生,土地非常荒凉,这个漫不经心的笨牛手拿一把锄头，铲掉了一切绿的东西，弄得寸草不生，还说这样才太平。,这个悠闲的笨牛手拿一把锄头，铲掉了一切绿的东西，弄得土地非常荒凉，还说这样才太平。
金玉良言,忠告,这还不算什么，最神的是，这家餐馆的创始人，恰恰就是雷米毕生的偶像法国名厨奥古斯汀·古斯特，他曾说过的那句“人人都能当厨师”早就被雷米奉为金玉良言,这还不算什么，最神的是，这家餐馆的创始人，恰恰就是雷米毕生的偶像法国名厨奥古斯汀·古斯特，他曾说过的那句“人人都能当厨师”早就被雷米奉为忠告
争分夺秒,速度飞快,他们争分夺秒地把这种药赶紧送到医院去。,他们速度飞快地把这种药赶紧送到医院去。
置若罔闻,一点也不关心,五年前，一个女演员申请了对福斯特的禁令，这个人置若罔闻，变本加厉。,五年前，一个女演员申请了对福斯特的禁令，这个人一点也不关心，变得更严重。
光彩夺目,绚丽,而那些在精英们的阴影下的普通人艰难斗争的故事，（被金恩称之为悲悯的逃亡运动）当然没有那么光彩夺目，但却更有趣也更难以述说。,而那些在精英们的阴影下的普通人艰难斗争的故事，（被金恩称之为悲悯的逃亡运动）当然没有那么绚丽，但却更有趣也更难以述说。
而其漏洞,缺陷,隔热层计划仓促实施，而其漏洞没能得到处理，其结果兵败如山倒。,绝缘方案在实施过程中匆忙实施，缺陷没有得到解决，结果是就是失败。
匠心独具,很有创意,大型中空庭院式建筑风格、国际四星级标准的环境设计，匠心独具，极富现代魅力。,大型中空庭院式建筑风格、国际四星级标准的环境设计，很有创意，极富现代魅力。
束手无措,一点办法也没有,她对于今后将不得不再依赖自己的力量的前景感到束手无措。,她对于今后将不得不再依赖自己的力量的前景感到一点办法也没有。
也不失为,或许是,如果竞争不过对手，这也不失为明智之举，抱残守缺可能死得更惨。,如果竞争不过对手，这或许是明智的举动，不求进取可能死得更惨。
抱残守缺,不求进取,如果竞争不过对手，这也不失为明智之举，抱残守缺可能死得更惨。,如果竞争不过对手，这或许是明智的举动，不求进取可能死得更惨。
闭目塞听,的不关心,尤其是在科索沃，不宽容行为导致了人们闭目塞听，甚至那些本身也尝遭受压迫的人也是如此。,尤其是在科索沃，不宽容行为导致了人们的不关心，甚至那些本身也尝遭受压迫的人也是如此。
吉星高照,有好运,愿你在未来的一年里，吉星高照。,愿你在未来的一年里有好运。
礼仪之邦,有先进的政治制度与法制的国家,也可以更好地展现我们在餐桌上的大国风范，将礼仪之邦的经典文化传承发扬。,也可以更好地展现我们在餐桌上的大国风范，将有先进的政治制度与法制的国家的经典文化传承发扬。
摇旗呐喊,撑腰,和我一样为贸易和金融的国际一体化以及削减关税和其他壁垒摇旗呐喊的人提出了（这样做的）三大好处：,和我一样为贸易和金融的国际一体化以及削减关税和其他壁垒撑腰的人提出了（这样做的）三大好处：
光阴似箭,时间过得真快,光阴似箭，对吧？,时间过得真快，对吧？
灿烂辉煌,美好,但愿四季皆春---一年的最好时光，世界万物就会永远灿烂辉煌！,但愿四季皆春---一年的最好时光，世界万物就会永远美好！
毅然决然,毫不犹豫,指挥将该作品情感上的毅然决然这一主旨充分表现了出来。,指挥将该作品情感上的毫不犹豫这一主旨充分表现了出来。
