src,dst,src_tokenized,dst_tokenized
鸿渐虽非他的私人，多多益善，不妨凑个数目。,鸿渐虽非他的私人，越多越好，不妨凑个数目。,鸿 渐 虽 非 他 的 私 人 ， 多 多 益 善 ， 不 妨 凑 个 数 目 。,鸿 渐 虽 非 他 的 私 人 ， 越 多 越 好 ， 不 妨 凑 个 数 目 。
韩子奇和壁儿的婚事，在劫后重逢、悲喜交集的时刻决定了。,韩子奇和壁儿的婚事，在劫后重逢、又悲又喜的时刻决定了。,韩 子 奇 和 壁 儿 的 婚 事 ， 在 劫 后 重 逢 、 悲 喜 交 集 的 时 刻 决 定 了 。,韩 子 奇 和 壁 儿 的 婚 事 ， 在 劫 后 重 逢 、 又 悲 又 喜 的 时 刻 决 定 了 。
她偏偏就遇上高唯这么一个冤家对头了。,她偏偏就遇上高唯这么一个对手了。,她 偏 偏 就 遇 上 高 唯 这 么 一 个 冤 家 对 头 了 。,她 偏 偏 就 遇 上 高 唯 这 么 一 个 对 手 了 。
由于兰香不再打算退学，把好朋友金秀高兴得笑逐颜开。,由于兰香不再打算退学，把好朋友金秀高兴得笑容满面。,由 于 兰 香 不 再 打 算 退 学 ， 把 好 朋 友 金 秀 高 兴 得 笑 逐 颜 开 。,由 于 兰 香 不 再 打 算 退 学 ， 把 好 朋 友 金 秀 高 兴 得 笑 容 满 面 。
我那时不务正业，全靠在家写作度日，虽不富裕，倒也开销得过。,我那时不干正事，全靠在家写作度日，虽不富裕，倒也开销得过。,我 那 时 不 务 正 业 ， 全 靠 在 家 写 作 度 日 ， 虽 不 富 裕 ， 倒 也 开 销 得 过 。,我 那 时 不 干 正 事 ， 全 靠 在 家 写 作 度 日 ， 虽 不 富 裕 ， 倒 也 开 销 得 过 。
旧社会有一个说法，把她们叫做“小人行”，是三百六十行里头的一样，好歹也是一只饭碗。,旧社会有一个说法，把她们叫做“小人行”，是众多行业里头的一样，好歹也是一只饭碗。,旧 社 会 有 一 个 说 法 ， 把 她 们 叫 做 “ 小 人 行 ” ， 是 三 百 六 十 行 里 头 的 一 样 ， 好 歹 也 是 一 只 饭 碗 。,旧 社 会 有 一 个 说 法 ， 把 她 们 叫 做 “ 小 人 行 ” ， 是 众 多 行 业 里 头 的 一 样 ， 好 歹 也 是 一 只 饭 碗 。
有的说高卧的应该让位，有的说闲坐的应该站起来，有的说站立的应该排紧些，有的说荡空的应该放下来，议论纷纷，莫衷一是；声势汹汹，满船鼎沸。,有的说高卧的应该让位，有的说闲坐的应该站起来，有的说站立的应该排紧些，有的说荡空的应该放下来，讨论，丝毫不统一；声势汹汹，满船鼎沸。,有 的 说 高 卧 的 应 该 让 位 ， 有 的 说 闲 坐 的 应 该 站 起 来 ， 有 的 说 站 立 的 应 该 排 紧 些 ， 有 的 说 荡 空 的 应 该 放 下 来 ， 议 论 纷 纷 ， 莫 衷 一 是 ； 声 势 汹 汹 ， 满 船 鼎 沸 。,有 的 说 高 卧 的 应 该 让 位 ， 有 的 说 闲 坐 的 应 该 站 起 来 ， 有 的 说 站 立 的 应 该 排 紧 些 ， 有 的 说 荡 空 的 应 该 放 下 来 ， 讨 论 ， 丝 毫 不 统 一 ； 声 势 汹 汹 ， 满 船 鼎 沸 。
待到梦残心碎时，人面桃花去无踪。”,待到梦残心碎时，美女去无踪。”,待 到 梦 残 心 碎 时 ， 人 面 桃 花 去 无 踪 。 ”,待 到 梦 残 心 碎 时 ， 美 女 去 无 踪 。 ”
没有证据可以说明李冰的政治纔能，但因有过他，中国也就有过了一种冰清玉洁的政治纲领。,没有证据可以说明李冰的政治纔能，但因有过他，中国也就有过了一种公正的政治纲领。,没 有 证 据 可 以 说 明 李 冰 的 政 治 纔 能 ， 但 因 有 过 他 ， 中 国 也 就 有 过 了 一 种 冰 清 玉 洁 的 政 治 纲 领 。,没 有 证 据 可 以 说 明 李 冰 的 政 治 纔 能 ， 但 因 有 过 他 ， 中 国 也 就 有 过 了 一 种 公 正 的 政 治 纲 领 。
所以天气还是打不倒的谈话的引子——从这个引子可以或断或连的牵搭到四方八面去。,所以天气还是打不倒的谈话的引子——从这个引子可以或断或连的牵搭到各个方面去。,所 以 天 气 还 是 打 不 倒 的 谈 话 的 引 子 — — 从 这 个 引 子 可 以 或 断 或 连 的 牵 搭 到 四 方 八 面 去 。,所 以 天 气 还 是 打 不 倒 的 谈 话 的 引 子 — — 从 这 个 引 子 可 以 或 断 或 连 的 牵 搭 到 各 个 方 面 去 。
不过，李空山若是一定要她呢，她就作几天科长太太也未为不可。,不过，李空山若是一定要她呢，她就作几天科长太太也不是不可以。,不 过 ， 李 空 山 若 是 一 定 要 她 呢 ， 她 就 作 几 天 科 长 太 太 也 未 为 不 可 。,不 过 ， 李 空 山 若 是 一 定 要 她 呢 ， 她 就 作 几 天 科 长 太 太 也 不 是 不 可 以 。
也许上够了演讲和宣传的当，现代人矫枉过正，以为只有不说话的人开口准说真话，害得新官上任，训话时个个都说：“为政不在多言，”恨不能只指嘴，指心，三个手势了事。,也许上够了演讲和宣传的当，现代人纠正错误过度，以为只有不说话的人开口准说真话，害得新官上任，训话时个个都说：“为政不在多言，”恨不能只指嘴，指心，三个手势了事。,也 许 上 够 了 演 讲 和 宣 传 的 当 ， 现 代 人 矫 枉 过 正 ， 以 为 只 有 不 说 话 的 人 开 口 准 说 真 话 ， 害 得 新 官 上 任 ， 训 话 时 个 个 都 说 ： “ 为 政 不 在 多 言 ， ” 恨 不 能 只 指 嘴 ， 指 心 ， 三 个 手 势 了 事 。,也 许 上 够 了 演 讲 和 宣 传 的 当 ， 现 代 人 纠 正 错 误 过 度 ， 以 为 只 有 不 说 话 的 人 开 口 准 说 真 话 ， 害 得 新 官 上 任 ， 训 话 时 个 个 都 说 ： “ 为 政 不 在 多 言 ， ” 恨 不 能 只 指 嘴 ， 指 心 ， 三 个 手 势 了 事 。
这种先交钱后交货的办法，在北平风行一时。,这种先交钱后交货的办法，在北平当时很盛行。,这 种 先 交 钱 后 交 货 的 办 法 ， 在 北 平 风 行 一 时 。,这 种 先 交 钱 后 交 货 的 办 法 ， 在 北 平 当 时 很 盛 行 。
一言以蔽之，女人就得像个女人的样子。,一句话说，女人就得像个女人的样子。,一 言 以 蔽 之 ， 女 人 就 得 像 个 女 人 的 样 子 。,一 句 话 说 ， 女 人 就 得 像 个 女 人 的 样 子 。
任何肉体生来虽不可免受自然限制，有新陈代谢，到某一时必完全失去意义，诗中生命却将百年长青！”,任何肉体生来虽不可免受自然限制，有更新代谢，到某一时必完全失去意义，诗中生命却将百年长青！”,任 何 肉 体 生 来 虽 不 可 免 受 自 然 限 制 ， 有 新 陈 代 谢 ， 到 某 一 时 必 完 全 失 去 意 义 ， 诗 中 生 命 却 将 百 年 长 青 ！ ”,任 何 肉 体 生 来 虽 不 可 免 受 自 然 限 制 ， 有 更 新 代 谢 ， 到 某 一 时 必 完 全 失 去 意 义 ， 诗 中 生 命 却 将 百 年 长 青 ！ ”
还想附带说一下，求法真能助，就要像说的那样，在法律面前人人平等；否则，如我们所习见，大大小小的权都在法之上，有法与无法就相差无几了。,还想附带说一下，求法真能助，就要像说的那样，在法律面前人人平等；否则，如我们所习见，大大小小的权都在法之上，有法与无法就相差不大了。,还 想 附 带 说 一 下 ， 求 法 真 能 助 ， 就 要 像 说 的 那 样 ， 在 法 律 面 前 人 人 平 等 ； 否 则 ， 如 我 们 所 习 见 ， 大 大 小 小 的 权 都 在 法 之 上 ， 有 法 与 无 法 就 相 差 无 几 了 。,还 想 附 带 说 一 下 ， 求 法 真 能 助 ， 就 要 像 说 的 那 样 ， 在 法 律 面 前 人 人 平 等 ； 否 则 ， 如 我 们 所 习 见 ， 大 大 小 小 的 权 都 在 法 之 上 ， 有 法 与 无 法 就 相 差 不 大 了 。
被了灾还要来表感谢之意，虽然未免有些出于意外，但若不祭，据说是第二回还会烧，所以还是感谢了的安全。,被了灾还要来表感谢之意，虽然未免有些意外，但若不祭，据说是第二回还会烧，所以还是感谢了的安全。,被 了 灾 还 要 来 表 感 谢 之 意 ， 虽 然 未 免 有 些 出 于 意 外 ， 但 若 不 祭 ， 据 说 是 第 二 回 还 会 烧 ， 所 以 还 是 感 谢 了 的 安 全 。,被 了 灾 还 要 来 表 感 谢 之 意 ， 虽 然 未 免 有 些 意 外 ， 但 若 不 祭 ， 据 说 是 第 二 回 还 会 烧 ， 所 以 还 是 感 谢 了 的 安 全 。
④指当时轰动一时的“《苏报》案”。,④指当时轰动的“《苏报》案”。,④ 指 当 时 轰 动 一 时 的 “ 《 苏 报 》 案 ” 。,④ 指 当 时 轰 动 的 “ 《 苏 报 》 案 ” 。
女子中也有能干异常，丈夫过世还经营生活，驾船种田，兴家立业的。,女子中也有能干异常，丈夫过世还经营生活，驾船种田，振兴家业的。,女 子 中 也 有 能 干 异 常 ， 丈 夫 过 世 还 经 营 生 活 ， 驾 船 种 田 ， 兴 家 立 业 的 。,女 子 中 也 有 能 干 异 常 ， 丈 夫 过 世 还 经 营 生 活 ， 驾 船 种 田 ， 振 兴 家 业 的 。
这些人几乎是在半崖羊肠小道上手脚并用爬着走；呻吟般的“嗯哟”声象来自大地深处……,这些人几乎是在半崖小路上手脚并用爬着走；呻吟般的“嗯哟”声象来自大地深处……,这 些 人 几 乎 是 在 半 崖 羊 肠 小 道 上 手 脚 并 用 爬 着 走 ； 呻 吟 般 的 “ 嗯 哟 ” 声 象 来 自 大 地 深 处 … …,这 些 人 几 乎 是 在 半 崖 小 路 上 手 脚 并 用 爬 着 走 ； 呻 吟 般 的 “ 嗯 哟 ” 声 象 来 自 大 地 深 处 … …
跨入大门时，眼睛好半晌才能适应黑暗，发现神龛赫然耸立在面前，上面供奉着列祖列宗及一些不见于经传的神鬼。,跨入大门时，眼睛好半晌才能适应黑暗，发现神龛赫然耸立在面前，上面供奉着各位祖宗及一些奇怪的神鬼。,跨 入 大 门 时 ， 眼 睛 好 半 晌 才 能 适 应 黑 暗 ， 发 现 神 龛 赫 然 耸 立 在 面 前 ， 上 面 供 奉 着 列 祖 列 宗 及 一 些 不 见 于 经 传 的 神 鬼 。,跨 入 大 门 时 ， 眼 睛 好 半 晌 才 能 适 应 黑 暗 ， 发 现 神 龛 赫 然 耸 立 在 面 前 ， 上 面 供 奉 着 各 位 祖 宗 及 一 些 奇 怪 的 神 鬼 。
正在对了这魔都的夜景，感到不安与疑惑的中间，背后房里的几位哥哥的朋友，却谈到了天蟾舞台的迷人的戏剧；晚餐吃后，有人做东道主请去看戏，我自然也做了花楼包厢里的观众的一人。,正在对了这魔都的夜景，感到不安与疑惑的中间，背后房里的几位哥哥的朋友，却谈到了天蟾舞台的迷人的戏剧；晚餐吃后，有人做为接待的主人请去看戏，我自然也做了花楼包厢里的观众的一人。,正 在 对 了 这 魔 都 的 夜 景 ， 感 到 不 安 与 疑 惑 的 中 间 ， 背 后 房 里 的 几 位 哥 哥 的 朋 友 ， 却 谈 到 了 天 蟾 舞 台 的 迷 人 的 戏 剧 ； 晚 餐 吃 后 ， 有 人 做 东 道 主 请 去 看 戏 ， 我 自 然 也 做 了 花 楼 包 厢 里 的 观 众 的 一 人 。,正 在 对 了 这 魔 都 的 夜 景 ， 感 到 不 安 与 疑 惑 的 中 间 ， 背 后 房 里 的 几 位 哥 哥 的 朋 友 ， 却 谈 到 了 天 蟾 舞 台 的 迷 人 的 戏 剧 ； 晚 餐 吃 后 ， 有 人 做 为 接 待 的 主 人 请 去 看 戏 ， 我 自 然 也 做 了 花 楼 包 厢 里 的 观 众 的 一 人 。
书生失意的固然多，可是叹老嗟卑的未必真的穷苦就无聊，无聊就作成他们的“无病呻吟”了。,书生失意的固然多，可是衰老的未必真的穷苦就无聊，无聊就作成他们的“牢骚”了。,书 生 失 意 的 固 然 多 ， 可 是 叹 老 嗟 卑 的 未 必 真 的 穷 苦 就 无 聊 ， 无 聊 就 作 成 他 们 的 “ 无 病 呻 吟 ” 了 。,书 生 失 意 的 固 然 多 ， 可 是 衰 老 的 未 必 真 的 穷 苦 就 无 聊 ， 无 聊 就 作 成 他 们 的 “ 牢 骚 ” 了 。
而酥油饼的价钱的贵，味道的好，和吃不饱的几种特性，也是尽人皆知的事实。,而酥油饼的价钱的贵，味道的好，和吃不饱的几种特性，也是所有人都知道的事实。,而 酥 油 饼 的 价 钱 的 贵 ， 味 道 的 好 ， 和 吃 不 饱 的 几 种 特 性 ， 也 是 尽 人 皆 知 的 事 实 。,而 酥 油 饼 的 价 钱 的 贵 ， 味 道 的 好 ， 和 吃 不 饱 的 几 种 特 性 ， 也 是 所 有 人 都 知 道 的 事 实 。
三奶奶自愧不如，说：“老大虽然是长子，方家的长孙总是你们阿丑了。,三奶奶谦虚地说：“老大虽然是长子，方家的长孙总是你们阿丑了。,三 奶 奶 自 愧 不 如 ， 说 ： “ 老 大 虽 然 是 长 子 ， 方 家 的 长 孙 总 是 你 们 阿 丑 了 。,三 奶 奶 谦 虚 地 说 ： “ 老 大 虽 然 是 长 子 ， 方 家 的 长 孙 总 是 你 们 阿 丑 了 。
进去过一道角门，门旁突然亭亭地矗立着两竿粗竹子，在墙上紧紧地挨着；要用批文章的成语，这两竿竹子足称得起“天外飞来之笔”。,进去过一道角门，门旁突然亭亭地矗立着两竿粗竹子，在墙上紧紧地挨着；要用批文章的成语，这两竿竹子足称得起“出奇之笔”。,进 去 过 一 道 角 门 ， 门 旁 突 然 亭 亭 地 矗 立 着 两 竿 粗 竹 子 ， 在 墙 上 紧 紧 地 挨 着 ； 要 用 批 文 章 的 成 语 ， 这 两 竿 竹 子 足 称 得 起 “ 天 外 飞 来 之 笔 ” 。,进 去 过 一 道 角 门 ， 门 旁 突 然 亭 亭 地 矗 立 着 两 竿 粗 竹 子 ， 在 墙 上 紧 紧 地 挨 着 ； 要 用 批 文 章 的 成 语 ， 这 两 竿 竹 子 足 称 得 起 “ 出 奇 之 笔 ” 。
枪声震动了被溽暑折磨得混混沌沌的小镇，也惊醒了镇西头那几条汉子。,枪声震动了被溽暑折磨得混沌的小镇，也惊醒了镇西头那几条汉子。,枪 声 震 动 了 被 溽 暑 折 磨 得 混 混 沌 沌 的 小 镇 ， 也 惊 醒 了 镇 西 头 那 几 条 汉 子 。,枪 声 震 动 了 被 溽 暑 折 磨 得 混 沌 的 小 镇 ， 也 惊 醒 了 镇 西 头 那 几 条 汉 子 。
北京是水银，具有无所不能的渗透能力。,北京是水银，具有全能的渗透能力。,北 京 是 水 银 ， 具 有 无 所 不 能 的 渗 透 能 力 。,北 京 是 水 银 ， 具 有 全 能 的 渗 透 能 力 。
基于此，李雪芬在舞台上曾经成功地塑造过一连串的巾帼豪杰，透过李雪芬的一招一式，观众们可以看到女战士慷慨赴死，女民兵英姿飒爽，女知青豪情冲天，女支书须眉不让。,基于此，李雪芬在舞台上曾经成功地塑造过一连串的女英雄，透过李雪芬的一招一式，观众们可以看到女战士慷慨赴死，女民兵身姿潇洒，女知青豪情冲天，女支书须眉不让。,基 于 此 ， 李 雪 芬 在 舞 台 上 曾 经 成 功 地 塑 造 过 一 连 串 的 巾 帼 豪 杰 ， 透 过 李 雪 芬 的 一 招 一 式 ， 观 众 们 可 以 看 到 女 战 士 慷 慨 赴 死 ， 女 民 兵 英 姿 飒 爽 ， 女 知 青 豪 情 冲 天 ， 女 支 书 须 眉 不 让 。,基 于 此 ， 李 雪 芬 在 舞 台 上 曾 经 成 功 地 塑 造 过 一 连 串 的 女 英 雄 ， 透 过 李 雪 芬 的 一 招 一 式 ， 观 众 们 可 以 看 到 女 战 士 慷 慨 赴 死 ， 女 民 兵 身 姿 潇 洒 ， 女 知 青 豪 情 冲 天 ， 女 支 书 须 眉 不 让 。
朱先生看罢，对两个差人说：“儒子只读圣贤书，不晓军事，又无三寸不烂之舌，哪有回天之力！,朱先生看罢，对两个差人说：“儒子只读圣贤书，不懂军事，又无伶俐的口舌，哪有挽回的余力！,朱 先 生 看 罢 ， 对 两 个 差 人 说 ： “ 儒 子 只 读 圣 贤 书 ， 不 晓 军 事 ， 又 无 三 寸 不 烂 之 舌 ， 哪 有 回 天 之 力 ！,朱 先 生 看 罢 ， 对 两 个 差 人 说 ： “ 儒 子 只 读 圣 贤 书 ， 不 懂 军 事 ， 又 无 伶 俐 的 口 舌 ， 哪 有 挽 回 的 余 力 ！
因为设备的短缺，一切只好因陋就简，譬如说化妆吧，老师先在我头上抹了些油，然后就撒了一些白粉在头发上，再拿眉笔画了些皱纹胡须便算完工，而饰演儿子的那位同学则被另一位教师带到另一个角落替他化妆，等到临上台前，我看到他脸上搽了少许胭脂，嘴上涂了口红，越看越觉得滑稽，天下哪有“男生”涂口红抹胭脂的？,因为设备的短缺，一切只好从简，譬如说化妆吧，老师先在我头上抹了些油，然后就撒了一些白粉在头发上，再拿眉笔画了些皱纹胡须便算完工，而饰演儿子的那位同学则被另一位教师带到另一个角落替他化妆，等到临上台前，我看到他脸上搽了少许胭脂，嘴上涂了口红，越看越觉得滑稽，天下哪有“男生”涂口红抹胭脂的？,因 为 设 备 的 短 缺 ， 一 切 只 好 因 陋 就 简 ， 譬 如 说 化 妆 吧 ， 老 师 先 在 我 头 上 抹 了 些 油 ， 然 后 就 撒 了 一 些 白 粉 在 头 发 上 ， 再 拿 眉 笔 画 了 些 皱 纹 胡 须 便 算 完 工 ， 而 饰 演 儿 子 的 那 位 同 学 则 被 另 一 位 教 师 带 到 另 一 个 角 落 替 他 化 妆 ， 等 到 临 上 台 前 ， 我 看 到 他 脸 上 搽 了 少 许 胭 脂 ， 嘴 上 涂 了 口 红 ， 越 看 越 觉 得 滑 稽 ， 天 下 哪 有 “ 男 生 ” 涂 口 红 抹 胭 脂 的 ？,因 为 设 备 的 短 缺 ， 一 切 只 好 从 简 ， 譬 如 说 化 妆 吧 ， 老 师 先 在 我 头 上 抹 了 些 油 ， 然 后 就 撒 了 一 些 白 粉 在 头 发 上 ， 再 拿 眉 笔 画 了 些 皱 纹 胡 须 便 算 完 工 ， 而 饰 演 儿 子 的 那 位 同 学 则 被 另 一 位 教 师 带 到 另 一 个 角 落 替 他 化 妆 ， 等 到 临 上 台 前 ， 我 看 到 他 脸 上 搽 了 少 许 胭 脂 ， 嘴 上 涂 了 口 红 ， 越 看 越 觉 得 滑 稽 ， 天 下 哪 有 “ 男 生 ” 涂 口 红 抹 胭 脂 的 ？
大概以为像我们这样的年纪，应该在家里坐以待毙吧，全屋人大笑。,大概以为像我们这样的年纪，应该在家里什么也不做吧，全屋人大笑。,大 概 以 为 像 我 们 这 样 的 年 纪 ， 应 该 在 家 里 坐 以 待 毙 吧 ， 全 屋 人 大 笑 。,大 概 以 为 像 我 们 这 样 的 年 纪 ， 应 该 在 家 里 什 么 也 不 做 吧 ， 全 屋 人 大 笑 。
还是另起炉灶的好，旧料却可以选择再用。,还是重新开始的好，旧料却可以选择再用。,还 是 另 起 炉 灶 的 好 ， 旧 料 却 可 以 选 择 再 用 。,还 是 重 新 开 始 的 好 ， 旧 料 却 可 以 选 择 再 用 。
我紧跟着亦步亦趋，一只手搭着她的肩膀，防她跌倒，却见她用力地拨开我的手，转身说，“你放我走，我要回家。,我紧跟着她，一只手搭着她的肩膀，防她跌倒，却见她用力地拨开我的手，转身说，“你放我走，我要回家。,我 紧 跟 着 亦 步 亦 趋 ， 一 只 手 搭 着 她 的 肩 膀 ， 防 她 跌 倒 ， 却 见 她 用 力 地 拨 开 我 的 手 ， 转 身 说 ， “ 你 放 我 走 ， 我 要 回 家 。,我 紧 跟 着 她 ， 一 只 手 搭 着 她 的 肩 膀 ， 防 她 跌 倒 ， 却 见 她 用 力 地 拨 开 我 的 手 ， 转 身 说 ， “ 你 放 我 走 ， 我 要 回 家 。
“每天一睁开眼，便看到蔚蓝开阔的天空，一合上眼，星星便在眼皮上跳跃，这种与天地合二为一的感觉，舒服而又美好。”,“每天一睁开眼，便看到蔚蓝开阔的天空，一合上眼，星星便在眼皮上跳跃，这种与天地融合的感觉，舒服而又美好。”,“ 每 天 一 睁 开 眼 ， 便 看 到 蔚 蓝 开 阔 的 天 空 ， 一 合 上 眼 ， 星 星 便 在 眼 皮 上 跳 跃 ， 这 种 与 天 地 合 二 为 一 的 感 觉 ， 舒 服 而 又 美 好 。 ”,“ 每 天 一 睁 开 眼 ， 便 看 到 蔚 蓝 开 阔 的 天 空 ， 一 合 上 眼 ， 星 星 便 在 眼 皮 上 跳 跃 ， 这 种 与 天 地 融 合 的 感 觉 ， 舒 服 而 又 美 好 。 ”
“钱大人，像您这样不辞劳苦，为民请命的好官，真乃凤毛麟角。”,“钱大人，像您这样不怕辛苦，为民做事的好官，真得太少了。”,“ 钱 大 人 ， 像 您 这 样 不 辞 劳 苦 ， 为 民 请 命 的 好 官 ， 真 乃 凤 毛 麟 角 。 ”,“ 钱 大 人 ， 像 您 这 样 不 怕 辛 苦 ， 为 民 做 事 的 好 官 ， 真 得 太 少 了 。 ”
人家当丫头的也是人，哪儿有不分青红皂白就乱打乱骂的道理？,人家当丫头的也是人，哪儿有不分原因就乱打乱骂的道理？,人 家 当 丫 头 的 也 是 人 ， 哪 儿 有 不 分 青 红 皂 白 就 乱 打 乱 骂 的 道 理 ？,人 家 当 丫 头 的 也 是 人 ， 哪 儿 有 不 分 原 因 就 乱 打 乱 骂 的 道 理 ？
在经历了半世辛酸苦辣、人情冷暖之后，对于蜘蛛的心情，自然也就能够感同身受了。,在经历了半世辛酸苦辣、人情的冷暖之后，对于蜘蛛的心情，自然也就能够体会理解了。,在 经 历 了 半 世 辛 酸 苦 辣 、 人 情 冷 暖 之 后 ， 对 于 蜘 蛛 的 心 情 ， 自 然 也 就 能 够 感 同 身 受 了 。,在 经 历 了 半 世 辛 酸 苦 辣 、 人 情 的 冷 暖 之 后 ， 对 于 蜘 蛛 的 心 情 ， 自 然 也 就 能 够 体 会 理 解 了 。
雍容华贵的秋季阳光，由层层叠叠的叶子缝隙中筛落下来，大方得体地为一个个苹果镀上了层层亮丽的金光，树树绚丽，满园璀璨！,文雅从容的秋季阳光，由层层叠叠的叶子缝隙中筛落下来，大方得体地为一个个苹果镀上了层层亮丽的金光，树树绚丽，满园璀璨！,雍 容 华 贵 的 秋 季 阳 光 ， 由 层 层 叠 叠 的 叶 子 缝 隙 中 筛 落 下 来 ， 大 方 得 体 地 为 一 个 个 苹 果 镀 上 了 层 层 亮 丽 的 金 光 ， 树 树 绚 丽 ， 满 园 璀 璨 ！,文 雅 从 容 的 秋 季 阳 光 ， 由 层 层 叠 叠 的 叶 子 缝 隙 中 筛 落 下 来 ， 大 方 得 体 地 为 一 个 个 苹 果 镀 上 了 层 层 亮 丽 的 金 光 ， 树 树 绚 丽 ， 满 园 璀 璨 ！
话说回来，就是家里有点好吃的，好穿的，也要首先考虑年迈的祖母和年幼的妹妹；更何况还有姐姐的两个嗷嗷待哺的小生命！,话说回来，就是家里有点好吃的，好穿的，也要首先考虑年迈的祖母和年幼的妹妹；更何况还有姐姐的两个需要抚养的小生命！,话 说 回 来 ， 就 是 家 里 有 点 好 吃 的 ， 好 穿 的 ， 也 要 首 先 考 虑 年 迈 的 祖 母 和 年 幼 的 妹 妹 ； 更 何 况 还 有 姐 姐 的 两 个 嗷 嗷 待 哺 的 小 生 命 ！,话 说 回 来 ， 就 是 家 里 有 点 好 吃 的 ， 好 穿 的 ， 也 要 首 先 考 虑 年 迈 的 祖 母 和 年 幼 的 妹 妹 ； 更 何 况 还 有 姐 姐 的 两 个 需 要 抚 养 的 小 生 命 ！
就我个人而言，在家乡童年的书房里读完了巴金先生的《家》、《春》、《秋》，后来作为他女儿的同学，见证了他最艰难的一段人生遭遇，断断续续，不绝如缕，这从眼前这部记忆文学中处处可以看到。,就我个人而言，在家乡童年的书房里读完了巴金先生的《家》、《春》、《秋》，后来作为他女儿的同学，见证了他最艰难的一段人生遭遇，断断续续，似断非断，这从眼前这部记忆文学中处处可以看到。,就 我 个 人 而 言 ， 在 家 乡 童 年 的 书 房 里 读 完 了 巴 金 先 生 的 《 家 》 、 《 春 》 、 《 秋 》 ， 后 来 作 为 他 女 儿 的 同 学 ， 见 证 了 他 最 艰 难 的 一 段 人 生 遭 遇 ， 断 断 续 续 ， 不 绝 如 缕 ， 这 从 眼 前 这 部 记 忆 文 学 中 处 处 可 以 看 到 。,就 我 个 人 而 言 ， 在 家 乡 童 年 的 书 房 里 读 完 了 巴 金 先 生 的 《 家 》 、 《 春 》 、 《 秋 》 ， 后 来 作 为 他 女 儿 的 同 学 ， 见 证 了 他 最 艰 难 的 一 段 人 生 遭 遇 ， 断 断 续 续 ， 似 断 非 断 ， 这 从 眼 前 这 部 记 忆 文 学 中 处 处 可 以 看 到 。
其中一位本就窝火，见丙崽坐瘪了他的斗笠更是火冒三丈，伸手一抹，根本没用什么气力，丙崽就像一棵草倒下了。,其中一位本就窝火，见丙崽坐瘪了他的斗笠更是非常生气，伸手一抹，根本没用什么气力，丙崽就像一棵草倒下了。,其 中 一 位 本 就 窝 火 ， 见 丙 崽 坐 瘪 了 他 的 斗 笠 更 是 火 冒 三 丈 ， 伸 手 一 抹 ， 根 本 没 用 什 么 气 力 ， 丙 崽 就 像 一 棵 草 倒 下 了 。,其 中 一 位 本 就 窝 火 ， 见 丙 崽 坐 瘪 了 他 的 斗 笠 更 是 非 常 生 气 ， 伸 手 一 抹 ， 根 本 没 用 什 么 气 力 ， 丙 崽 就 像 一 棵 草 倒 下 了 。
是两败俱伤，情急之中，我尖声嚎叫，发出的声音，竟然与防空警报相似。,是两人都受了伤，情急之中，我尖声嚎叫，发出的声音，竟然与防空警报相似。,是 两 败 俱 伤 ， 情 急 之 中 ， 我 尖 声 嚎 叫 ， 发 出 的 声 音 ， 竟 然 与 防 空 警 报 相 似 。,是 两 人 都 受 了 伤 ， 情 急 之 中 ， 我 尖 声 嚎 叫 ， 发 出 的 声 音 ， 竟 然 与 防 空 警 报 相 似 。
——这哪里还是一个家，活脱脱地变成了人间地狱。,——这哪里还是一个家，活脱脱地变成了人间的地狱。,— — 这 哪 里 还 是 一 个 家 ， 活 脱 脱 地 变 成 了 人 间 地 狱 。,— — 这 哪 里 还 是 一 个 家 ， 活 脱 脱 地 变 成 了 人 间 的 地 狱 。
您想，一来他跟杨大爷有仇，怀恨在心，二来卖孤儿院他无家可归。,您想，一来他跟杨大爷有仇，心里恨他，二来卖孤儿院他没落脚的地方。,您 想 ， 一 来 他 跟 杨 大 爷 有 仇 ， 怀 恨 在 心 ， 二 来 卖 孤 儿 院 他 无 家 可 归 。,您 想 ， 一 来 他 跟 杨 大 爷 有 仇 ， 心 里 恨 他 ， 二 来 卖 孤 儿 院 他 没 落 脚 的 地 方 。
“你们这几位明眸皓齿的女青年，可是上苏州去的么？”,“你们这几位美丽的女青年，可是上苏州去的么？”,“ 你 们 这 几 位 明 眸 皓 齿 的 女 青 年 ， 可 是 上 苏 州 去 的 么 ？ ”,“ 你 们 这 几 位 美 丽 的 女 青 年 ， 可 是 上 苏 州 去 的 么 ？ ”
生活，就是对本乡本土怀抱着深厚的感情和眷念,生活，就是对家乡怀抱着深厚的感情和眷念,生 活 ， 就 是 对 本 乡 本 土 怀 抱 着 深 厚 的 感 情 和 眷 念,生 活 ， 就 是 对 家 乡 怀 抱 着 深 厚 的 感 情 和 眷 念
红狗知道，与它们作对的，是几个刁钻古怪的小人儿，其中一个，还模模糊糊地认识。,红狗知道，与它们作对的，是几个奇怪的小人儿，其中一个，还好像认识。,红 狗 知 道 ， 与 它 们 作 对 的 ， 是 几 个 刁 钻 古 怪 的 小 人 儿 ， 其 中 一 个 ， 还 模 模 糊 糊 地 认 识 。,红 狗 知 道 ， 与 它 们 作 对 的 ， 是 几 个 奇 怪 的 小 人 儿 ， 其 中 一 个 ， 还 好 像 认 识 。
